Year,zipcode,PrimaryType,Count
2001,60630,OTHER OFFENSE,520
2001,60630,PROSTITUTION,2
2001,60630,PUBLIC PEACE VIOLATION,30
2001,60630,ROBBERY,87
2001,60630,SEX OFFENSE,28
2001,60630,STALKING,5
2001,60630,THEFT,956
2001,60630,WEAPONS VIOLATION,10
2001,60631,ARSON,2
2001,60631,ASSAULT,125
2001,60631,BATTERY,316
2001,60631,BURGLARY,152
2001,60631,CRIM SEXUAL ASSAULT,2
2001,60631,CRIMINAL DAMAGE,416
2001,60631,CRIMINAL TRESPASS,39
2001,60631,DECEPTIVE PRACTICE,84
2001,60631,GAMBLING,1
2001,60631,INTERFERENCE WITH PUBLIC OFFICER,4
2001,60631,KIDNAPPING,9
2001,60631,LIQUOR LAW VIOLATION,5
2001,60631,MOTOR VEHICLE THEFT,118
2001,60631,NARCOTICS,55
2001,60631,OBSCENITY,1
2001,60631,OFFENSE INVOLVING CHILDREN,6
2001,60631,OTHER OFFENSE,266
2001,60631,PROSTITUTION,1
2001,60631,PUBLIC PEACE VIOLATION,7
2001,60631,ROBBERY,18
2001,60631,SEX OFFENSE,11
2001,60631,THEFT,539
2001,60631,WEAPONS VIOLATION,7
2001,60632,ARSON,29
2001,60632,ASSAULT,600
2001,60632,BATTERY,1754
2001,60632,BURGLARY,831
2001,60632,CRIM SEXUAL ASSAULT,31
2001,60632,CRIMINAL DAMAGE,1623
2001,60632,CRIMINAL TRESPASS,187
2001,60632,DECEPTIVE PRACTICE,259
2001,60632,GAMBLING,18
2001,60632,HOMICIDE,24
2001,60632,INTERFERENCE WITH PUBLIC OFFICER,2
2001,60632,INTIMIDATION,6
2001,60632,KIDNAPPING,16
2001,60632,LIQUOR LAW VIOLATION,26
2001,60632,MOTOR VEHICLE THEFT,905
2001,60632,NARCOTICS,683
2001,60632,OFFENSE INVOLVING CHILDREN,52
2001,60632,OTHER OFFENSE,689
2001,60632,PROSTITUTION,475
2001,60632,PUBLIC INDECENCY,1
2001,60632,PUBLIC PEACE VIOLATION,67
2001,60632,ROBBERY,396
2001,60632,SEX OFFENSE,65
2001,60632,STALKING,3
2001,60632,THEFT,2299
2001,60632,WEAPONS VIOLATION,115
2001,60633,ARSON,9
2001,60633,ASSAULT,304
2001,60633,BATTERY,1018
2001,60633,BURGLARY,143
2001,60633,CRIM SEXUAL ASSAULT,14
2001,60633,CRIMINAL DAMAGE,593
2001,60633,CRIMINAL TRESPASS,109
2001,60633,DECEPTIVE PRACTICE,51
2001,60633,GAMBLING,8
2001,60633,HOMICIDE,2
2001,60633,INTERFERENCE WITH PUBLIC OFFICER,3
2001,60633,INTIMIDATION,1
2001,60633,KIDNAPPING,10
2001,60633,LIQUOR LAW VIOLATION,23
2001,60633,MOTOR VEHICLE THEFT,141
2001,60633,NARCOTICS,358
2001,60633,OFFENSE INVOLVING CHILDREN,26
2001,60633,OTHER OFFENSE,196
2001,60633,PROSTITUTION,1
2001,60633,PUBLIC PEACE VIOLATION,20
2001,60633,ROBBERY,70
2001,60633,SEX OFFENSE,11
2001,60633,STALKING,1
2001,60633,THEFT,395
2001,60633,WEAPONS VIOLATION,40
2001,60634,ARSON,11
2001,60634,ASSAULT,319
2001,60634,BATTERY,793
2001,60634,BURGLARY,354
2001,60634,CRIM SEXUAL ASSAULT,11
2001,60634,CRIMINAL DAMAGE,846
2001,60634,CRIMINAL TRESPASS,85
2001,60634,DECEPTIVE PRACTICE,188
2001,60634,GAMBLING,8
2001,60634,HOMICIDE,3
2001,60634,INTERFERENCE WITH PUBLIC OFFICER,2
2001,60634,INTIMIDATION,5
2001,60634,KIDNAPPING,21
2001,60634,LIQUOR LAW VIOLATION,28
2001,60634,MOTOR VEHICLE THEFT,409
2001,60634,NARCOTICS,114
2001,60634,OBSCENITY,1
2001,60634,OFFENSE INVOLVING CHILDREN,15
2001,60634,OTHER OFFENSE,473
2001,60634,PROSTITUTION,6
2001,60634,PUBLIC PEACE VIOLATION,36
2001,60634,ROBBERY,125
2001,60634,SEX OFFENSE,29
2001,60634,STALKING,3
2001,60634,THEFT,1409
2001,60634,WEAPONS VIOLATION,32
2001,60636,ARSON,41
2001,60636,ASSAULT,1363
2001,60636,BATTERY,4391
2001,60636,BURGLARY,1014
2001,60636,CRIM SEXUAL ASSAULT,94
2001,60636,CRIMINAL DAMAGE,2063
2001,60636,CRIMINAL TRESPASS,261
2001,60636,DECEPTIVE PRACTICE,298
2001,60636,GAMBLING,62
2001,60636,HOMICIDE,17
2001,60636,INTERFERENCE WITH PUBLIC OFFICER,13
2001,60636,INTIMIDATION,12
2001,60636,KIDNAPPING,25
2001,60636,LIQUOR LAW VIOLATION,34
2001,60636,MOTOR VEHICLE THEFT,1062
2001,60636,NARCOTICS,1733
2001,60636,OFFENSE INVOLVING CHILDREN,92
2001,60636,OTHER OFFENSE,871
2001,60636,PROSTITUTION,173
2001,60636,PUBLIC INDECENCY,1
2001,60636,PUBLIC PEACE VIOLATION,98
2001,60636,ROBBERY,695
2001,60636,SEX OFFENSE,62
2001,60636,STALKING,7
2001,60636,THEFT,2401
2001,60636,WEAPONS VIOLATION,194
2001,60637,ARSON,34
2001,60637,ASSAULT,1157
2001,60637,BATTERY,3794
2001,60637,BURGLARY,643
2001,60637,CRIM SEXUAL ASSAULT,89
2001,60637,CRIMINAL DAMAGE,1706
2001,60637,CRIMINAL TRESPASS,596
2001,60637,DECEPTIVE PRACTICE,253
2001,60637,GAMBLING,71
2001,60637,HOMICIDE,18
2001,60637,INTERFERENCE WITH PUBLIC OFFICER,14
2001,60637,INTIMIDATION,7
2001,60637,KIDNAPPING,26
2001,60637,LIQUOR LAW VIOLATION,18
2001,60637,MOTOR VEHICLE THEFT,749
2001,60637,NARCOTICS,1755
2001,60637,OFFENSE INVOLVING CHILDREN,81
2001,60637,OTHER OFFENSE,826
2001,60637,PROSTITUTION,127
2001,60637,PUBLIC PEACE VIOLATION,63
2001,60637,ROBBERY,699
2001,60637,SEX OFFENSE,56
2001,60637,STALKING,7
2001,60637,THEFT,2284
2001,60637,WEAPONS VIOLATION,127
2001,60638,ARSON,12
2001,60638,ASSAULT,257
2001,60638,BATTERY,580
2001,60638,BURGLARY,370
2001,60638,CRIM SEXUAL ASSAULT,11
2001,60638,CRIMINAL DAMAGE,781
2001,60638,CRIMINAL TRESPASS,94
2001,60638,DECEPTIVE PRACTICE,441
2001,60638,GAMBLING,7
2001,60638,HOMICIDE,3
2001,60638,INTIMIDATION,4
2001,60638,KIDNAPPING,18
2001,60638,LIQUOR LAW VIOLATION,11
2001,60638,MOTOR VEHICLE THEFT,448
2001,60638,NARCOTICS,151
2001,60638,OBSCENITY,2
2001,60638,OFFENSE INVOLVING CHILDREN,15
2001,60638,OTHER OFFENSE,388
2001,60638,PROSTITUTION,20
2001,60638,PUBLIC PEACE VIOLATION,26
2001,60638,ROBBERY,100
2001,60638,SEX OFFENSE,46
2001,60638,STALKING,2
2001,60638,THEFT,1185
2001,60638,WEAPONS VIOLATION,41
2001,60639,ARSON,50
2001,60639,ASSAULT,947
2001,60639,BATTERY,2385
2001,60639,BURGLARY,948
2001,60639,CRIM SEXUAL ASSAULT,43
2001,60639,CRIMINAL DAMAGE,1702
2001,60639,CRIMINAL TRESPASS,233
2001,60639,DECEPTIVE PRACTICE,340
2001,60639,GAMBLING,30
2001,60639,HOMICIDE,12
2001,60639,INTERFERENCE WITH PUBLIC OFFICER,9
2001,60639,INTIMIDATION,8
2001,60639,KIDNAPPING,35
2001,60639,LIQUOR LAW VIOLATION,70
2001,60639,MOTOR VEHICLE THEFT,1181
2001,60639,NARCOTICS,1095
2001,60639,OFFENSE INVOLVING CHILDREN,71
2001,60639,OTHER OFFENSE,863
2001,60639,PROSTITUTION,111
2001,60639,PUBLIC PEACE VIOLATION,82
2001,60639,ROBBERY,526
2001,60639,SEX OFFENSE,62
2001,60639,STALKING,5
2001,60639,THEFT,2085
2001,60639,WEAPONS VIOLATION,109
2001,60640,ARSON,14
2001,60640,ASSAULT,543
2001,60640,BATTERY,1620
2001,60640,BURGLARY,343
2001,60640,CRIM SEXUAL ASSAULT,22
2001,60640,CRIMINAL DAMAGE,981
2001,60640,CRIMINAL TRESPASS,366
2001,60640,DECEPTIVE PRACTICE,595
2001,60640,GAMBLING,7
2001,60640,HOMICIDE,8
2001,60640,INTERFERENCE WITH PUBLIC OFFICER,9
2001,60640,INTIMIDATION,3
2001,60640,KIDNAPPING,13
2001,60640,LIQUOR LAW VIOLATION,63
2001,60640,MOTOR VEHICLE THEFT,307
2001,60640,NARCOTICS,1059
2001,60640,OFFENSE INVOLVING CHILDREN,20
2001,60640,OTHER OFFENSE,561
2001,60640,PROSTITUTION,140
2001,60640,PUBLIC PEACE VIOLATION,54
2001,60640,ROBBERY,379
2001,60640,SEX OFFENSE,74
2001,60640,STALKING,5
2001,60640,THEFT,1909
2001,60640,WEAPONS VIOLATION,42
2001,60641,ARSON,24
2001,60641,ASSAULT,451
2001,60641,BATTERY,1214
2001,60641,BURGLARY,665
2001,60641,CRIM SEXUAL ASSAULT,20
2001,60641,CRIMINAL DAMAGE,1345
2001,60641,CRIMINAL TRESPASS,164
2001,60641,DECEPTIVE PRACTICE,256
2001,60641,GAMBLING,19
2001,60641,HOMICIDE,3
2001,60641,INTERFERENCE WITH PUBLIC OFFICER,5
2001,60641,INTIMIDATION,3
2001,60641,KIDNAPPING,18
2001,60641,LIQUOR LAW VIOLATION,54
2001,60641,MOTOR VEHICLE THEFT,801
2001,60641,NARCOTICS,470
2001,60641,OFFENSE INVOLVING CHILDREN,32
2001,60641,OTHER OFFENSE,788
2001,60641,PROSTITUTION,56
2001,60641,PUBLIC INDECENCY,1
2001,60641,PUBLIC PEACE VIOLATION,53
2001,60641,RITUALISM,1
2001,60641,ROBBERY,333
2001,60641,SEX OFFENSE,42
2001,60641,STALKING,2
2001,60641,THEFT,1916
2001,60641,WEAPONS VIOLATION,66
2001,60643,ARSON,11
2001,60643,ASSAULT,555
2001,60643,BATTERY,1236
2001,60643,BURGLARY,422
2001,60643,CRIM SEXUAL ASSAULT,20
2001,60643,CRIMINAL DAMAGE,844
2001,60643,CRIMINAL TRESPASS,153
2001,60643,DECEPTIVE PRACTICE,241
2001,60643,GAMBLING,10
2001,60643,HOMICIDE,7
2001,60643,INTERFERENCE WITH PUBLIC OFFICER,7
2001,60643,INTIMIDATION,2
2001,60643,KIDNAPPING,32
2001,60643,LIQUOR LAW VIOLATION,14
2001,60643,MOTOR VEHICLE THEFT,455
2001,60643,NARCOTICS,682
2001,60643,OFFENSE INVOLVING CHILDREN,37
2001,60643,OTHER OFFENSE,652
2001,60643,PROSTITUTION,10
2001,60643,PUBLIC PEACE VIOLATION,51
2001,60643,ROBBERY,252
2001,60643,SEX OFFENSE,34
2001,60643,STALKING,1
2001,60643,THEFT,1146
2001,60643,WEAPONS VIOLATION,60
2001,60644,ARSON,43
2001,60644,ASSAULT,1095
2001,60644,BATTERY,3838
2001,60644,BURGLARY,558
2001,60644,CRIM SEXUAL ASSAULT,99
2001,60644,CRIMINAL DAMAGE,1608
2001,60644,CRIMINAL TRESPASS,280
2001,60644,DECEPTIVE PRACTICE,216
2001,60644,GAMBLING,89
2001,60644,HOMICIDE,36
2001,60644,INTERFERENCE WITH PUBLIC OFFICER,20
2001,60644,INTIMIDATION,6
2001,60644,KIDNAPPING,23
2001,60644,LIQUOR LAW VIOLATION,57
2001,60644,MOTOR VEHICLE THEFT,863
2001,60644,NARCOTICS,5117
2001,60644,OFFENSE INVOLVING CHILDREN,116
2001,60644,OTHER OFFENSE,1156
2001,60644,PROSTITUTION,268
2001,60644,PUBLIC PEACE VIOLATION,66
2001,60644,RITUALISM,1
2001,60644,ROBBERY,714
2001,60644,SEX OFFENSE,56
2001,60644,STALKING,7
2001,60644,THEFT,1917
2001,60644,WEAPONS VIOLATION,193
2001,60645,ARSON,4
2001,60645,ASSAULT,184
2001,60645,BATTERY,500
2001,60645,BURGLARY,222
2001,60645,CRIM SEXUAL ASSAULT,14
2001,60645,CRIMINAL DAMAGE,651
2001,60645,CRIMINAL TRESPASS,44
2001,60645,DECEPTIVE PRACTICE,152
2001,60645,GAMBLING,6
2001,60645,HOMICIDE,1
2001,60645,INTERFERENCE WITH PUBLIC OFFICER,5
2001,60645,INTIMIDATION,2
2001,60645,KIDNAPPING,14
2001,60645,LIQUOR LAW VIOLATION,16
2001,60645,MOTOR VEHICLE THEFT,231
2001,60645,NARCOTICS,165
2001,60645,OFFENSE INVOLVING CHILDREN,15
2001,60645,OTHER OFFENSE,333
2001,60645,PROSTITUTION,4
2001,60645,PUBLIC PEACE VIOLATION,10
2001,60645,ROBBERY,161
2001,60645,SEX OFFENSE,16
2001,60645,STALKING,4
2001,60645,THEFT,815
2001,60645,WEAPONS VIOLATION,14
2001,60646,ARSON,3
2001,60646,ASSAULT,54
2001,60646,BATTERY,136
2001,60646,BURGLARY,86
2001,60646,CRIM SEXUAL ASSAULT,5
2001,60646,CRIMINAL DAMAGE,180
2001,60646,CRIMINAL TRESPASS,15
2001,60646,DECEPTIVE PRACTICE,61
2001,60646,GAMBLING,1
2001,60646,INTERFERENCE WITH PUBLIC OFFICER,1
2001,60646,INTIMIDATION,1
2001,60646,KIDNAPPING,5
2001,60646,LIQUOR LAW VIOLATION,5
2001,60646,MOTOR VEHICLE THEFT,60
2001,60646,NARCOTICS,16
2001,60646,OFFENSE INVOLVING CHILDREN,5
2001,60646,OTHER OFFENSE,115
2001,60646,PUBLIC PEACE VIOLATION,7
2001,60646,ROBBERY,13
2001,60646,SEX OFFENSE,6
2001,60646,STALKING,1
2001,60646,THEFT,190
2001,60646,WEAPONS VIOLATION,4
2001,60647,ARSON,43
2001,60647,ASSAULT,1200
2001,60647,BATTERY,2979
2001,60647,BURGLARY,1110
2001,60647,CRIM SEXUAL ASSAULT,44
2001,60647,CRIMINAL DAMAGE,2011
2001,60647,CRIMINAL TRESPASS,311
2001,60647,DECEPTIVE PRACTICE,399
2001,60647,GAMBLING,15
2001,60647,HOMICIDE,21
2001,60647,INTERFERENCE WITH PUBLIC OFFICER,6
2001,60647,INTIMIDATION,10
2001,60647,KIDNAPPING,38
2001,60647,LIQUOR LAW VIOLATION,62
2001,60647,MOTOR VEHICLE THEFT,1154
2001,60647,NARCOTICS,1041
2001,60647,OBSCENITY,3
2001,60647,OFFENSE INVOLVING CHILDREN,94
2001,60647,OTHER NARCOTIC VIOLATION,1
2001,60647,OTHER OFFENSE,830
2001,60647,PROSTITUTION,342
2001,60647,PUBLIC PEACE VIOLATION,128
2001,60647,ROBBERY,862
2001,60647,SEX OFFENSE,102
2001,60647,STALKING,6
2001,60647,THEFT,3345
2001,60647,WEAPONS VIOLATION,145
2001,60649,ARSON,15
2001,60649,ASSAULT,1400
2001,60649,BATTERY,4119
2001,60649,BURGLARY,956
2001,60649,CRIM SEXUAL ASSAULT,88
2001,60649,CRIMINAL DAMAGE,2153
2001,60649,CRIMINAL TRESPASS,306
2001,60649,DECEPTIVE PRACTICE,427
2001,60649,GAMBLING,39
2001,60649,HOMICIDE,31
2001,60649,INTERFERENCE WITH PUBLIC OFFICER,15
2001,60649,INTIMIDATION,9
2001,60649,KIDNAPPING,56
2001,60649,LIQUOR LAW VIOLATION,42
2001,60649,MOTOR VEHICLE THEFT,1056
2001,60649,NARCOTICS,1293
2001,60649,OFFENSE INVOLVING CHILDREN,93
2001,60649,OTHER OFFENSE,1263
2001,60649,PROSTITUTION,227
2001,60649,PUBLIC PEACE VIOLATION,64
2001,60649,ROBBERY,729
2001,60649,SEX OFFENSE,69
2001,60649,STALKING,7
2001,60649,THEFT,3358
2001,60649,WEAPONS VIOLATION,170
2001,60651,ARSON,35
2001,60651,ASSAULT,872
2001,60651,BATTERY,2679
2001,60651,BURGLARY,583
2001,60651,CRIM SEXUAL ASSAULT,60
2001,60651,CRIMINAL DAMAGE,1226
2001,60651,CRIMINAL TRESPASS,180
2001,60651,DECEPTIVE PRACTICE,260
2001,60651,GAMBLING,41
2001,60651,HOMICIDE,31
2001,60651,INTERFERENCE WITH PUBLIC OFFICER,7
2001,60651,INTIMIDATION,7
2001,60651,KIDNAPPING,19
2001,60651,LIQUOR LAW VIOLATION,51
2001,60651,MOTOR VEHICLE THEFT,762
2001,60651,NARCOTICS,3725
2001,60651,OFFENSE INVOLVING CHILDREN,82
2001,60651,OTHER OFFENSE,766
2001,60651,PROSTITUTION,357
2001,60651,PUBLIC PEACE VIOLATION,61
2001,60651,RITUALISM,1
2001,60651,ROBBERY,595
2001,60651,SEX OFFENSE,37
2001,60651,STALKING,7
2001,60651,THEFT,1813
2001,60651,WEAPONS VIOLATION,144
2001,60652,ARSON,14
2001,60652,ASSAULT,295
2001,60652,BATTERY,733
2001,60652,BURGLARY,267
2001,60652,CRIM SEXUAL ASSAULT,13
2001,60652,CRIMINAL DAMAGE,593
2001,60652,CRIMINAL TRESPASS,87
2001,60652,DECEPTIVE PRACTICE,201
2001,60652,GAMBLING,4
2001,60652,HOMICIDE,3
2001,60652,INTIMIDATION,3
2001,60652,KIDNAPPING,12
2001,60652,LIQUOR LAW VIOLATION,9
2001,60652,MOTOR VEHICLE THEFT,418
2001,60652,NARCOTICS,89
2001,60652,OFFENSE INVOLVING CHILDREN,19
2001,60652,OTHER OFFENSE,395
2001,60652,PROSTITUTION,1
2001,60652,PUBLIC PEACE VIOLATION,15
2001,60652,ROBBERY,155
2001,60652,SEX OFFENSE,23
2001,60652,STALKING,6
2001,60652,THEFT,1472
2001,60652,WEAPONS VIOLATION,26
2001,60653,ARSON,14
2001,60653,ASSAULT,1079
2001,60653,BATTERY,3906
2001,60653,BURGLARY,511
2001,60653,CRIM SEXUAL ASSAULT,60
2001,60653,CRIMINAL DAMAGE,1331
2001,60653,CRIMINAL TRESPASS,920
2001,60653,DECEPTIVE PRACTICE,185
2001,60653,GAMBLING,42
2001,60653,HOMICIDE,25
2001,60653,INTERFERENCE WITH PUBLIC OFFICER,13
2001,60653,INTIMIDATION,7
2001,60653,KIDNAPPING,16
2001,60653,LIQUOR LAW VIOLATION,32
2001,60653,MOTOR VEHICLE THEFT,497
2001,60653,NARCOTICS,2984
2001,60653,OFFENSE INVOLVING CHILDREN,51
2001,60653,OTHER OFFENSE,645
2001,60653,PROSTITUTION,415
2001,60653,PUBLIC INDECENCY,2
2001,60653,PUBLIC PEACE VIOLATION,55
2001,60653,RITUALISM,1
2001,60653,ROBBERY,557
2001,60653,SEX OFFENSE,40
2001,60653,STALKING,2
2001,60653,THEFT,1950
2001,60653,WEAPONS VIOLATION,153
2001,60654,ARSON,3
2001,60654,ASSAULT,185
2001,60654,BATTERY,576
2001,60654,BURGLARY,231
2001,60654,CRIM SEXUAL ASSAULT,11
2001,60654,CRIMINAL DAMAGE,379
2001,60654,CRIMINAL TRESPASS,209
2001,60654,DECEPTIVE PRACTICE,179
2001,60654,GAMBLING,2
2001,60654,INTERFERENCE WITH PUBLIC OFFICER,9
2001,60654,KIDNAPPING,1
2001,60654,LIQUOR LAW VIOLATION,18
2001,60654,MOTOR VEHICLE THEFT,145
2001,60654,NARCOTICS,206
2001,60654,OBSCENITY,1
2001,60654,OFFENSE INVOLVING CHILDREN,6
2001,60654,OTHER OFFENSE,123
2001,60654,PROSTITUTION,82
2001,60654,PUBLIC PEACE VIOLATION,23
2001,60654,ROBBERY,112
2001,60654,SEX OFFENSE,22
2001,60654,STALKING,1
2001,60654,THEFT,1547
2001,60654,WEAPONS VIOLATION,14
2001,60655,ARSON,5
2001,60655,ASSAULT,101
2001,60655,BATTERY,233
2001,60655,BURGLARY,95
2001,60655,CRIM SEXUAL ASSAULT,1
2001,60655,CRIMINAL DAMAGE,291
2001,60655,CRIMINAL TRESPASS,33
2001,60655,DECEPTIVE PRACTICE,84
2001,60655,HOMICIDE,3
2001,60655,INTIMIDATION,4
2001,60655,KIDNAPPING,27
2001,60655,LIQUOR LAW VIOLATION,18
2001,60655,MOTOR VEHICLE THEFT,53
2001,60655,NARCOTICS,52
2001,60655,OFFENSE INVOLVING CHILDREN,9
2001,60655,OTHER OFFENSE,186
2001,60655,PROSTITUTION,4
2001,60655,PUBLIC PEACE VIOLATION,5
2001,60655,ROBBERY,16
2001,60655,SEX OFFENSE,6
2001,60655,THEFT,405
2001,60655,WEAPONS VIOLATION,6
2001,60656,ARSON,1
2001,60656,ASSAULT,117
2001,60656,BATTERY,289
2001,60656,BURGLARY,46
2001,60656,CRIM SEXUAL ASSAULT,3
2001,60656,CRIMINAL DAMAGE,287
2001,60656,CRIMINAL TRESPASS,213
2001,60656,DECEPTIVE PRACTICE,292
2001,60656,INTERFERENCE WITH PUBLIC OFFICER,1
2001,60656,INTIMIDATION,2
2001,60656,KIDNAPPING,2
2001,60656,LIQUOR LAW VIOLATION,5
2001,60656,MOTOR VEHICLE THEFT,242
2001,60656,NARCOTICS,58
2001,60656,OBSCENITY,1
2001,60656,OFFENSE INVOLVING CHILDREN,3
2001,60656,OTHER OFFENSE,184
2001,60656,PROSTITUTION,1
2001,60656,PUBLIC PEACE VIOLATION,24
2001,60656,ROBBERY,8
2001,60656,SEX OFFENSE,13
2001,60656,STALKING,1
2001,60656,THEFT,1021
2001,60656,WEAPONS VIOLATION,47
2001,60657,ARSON,5
2001,60657,ASSAULT,295
2001,60657,BATTERY,828
2001,60657,BURGLARY,586
2001,60657,CRIM SEXUAL ASSAULT,13
2001,60657,CRIMINAL DAMAGE,789
2001,60657,CRIMINAL TRESPASS,273
2001,60657,DECEPTIVE PRACTICE,452
2001,60657,GAMBLING,4
2001,60657,HOMICIDE,7
2001,60657,INTERFERENCE WITH PUBLIC OFFICER,12
2001,60657,INTIMIDATION,4
2001,60657,KIDNAPPING,10
2001,60657,LIQUOR LAW VIOLATION,68
2001,60657,MOTOR VEHICLE THEFT,291
2001,60657,NARCOTICS,295
2001,60657,OBSCENITY,1
2001,60657,OFFENSE INVOLVING CHILDREN,12
2001,60657,OTHER OFFENSE,444
2001,60657,PROSTITUTION,157
2001,60657,PUBLIC PEACE VIOLATION,47
2001,60657,ROBBERY,253
2001,60657,SEX OFFENSE,35
2001,60657,STALKING,4
2001,60657,THEFT,2761
2001,60657,WEAPONS VIOLATION,24
2001,60659,ARSON,2
2001,60659,ASSAULT,97
2001,60659,BATTERY,249
2001,60659,BURGLARY,126
2001,60659,CRIM SEXUAL ASSAULT,9
2001,60659,CRIMINAL DAMAGE,285
2001,60659,CRIMINAL TRESPASS,34
2001,60659,DECEPTIVE PRACTICE,95
2001,60659,GAMBLING,1
2001,60659,INTERFERENCE WITH PUBLIC OFFICER,1
2001,60659,KIDNAPPING,5
2001,60659,LIQUOR LAW VIOLATION,6
2001,60659,MOTOR VEHICLE THEFT,146
2001,60659,NARCOTICS,104
2001,60659,OFFENSE INVOLVING CHILDREN,3
2001,60659,OTHER OFFENSE,158
2001,60659,PROSTITUTION,6
2001,60659,PUBLIC PEACE VIOLATION,9
2001,60659,ROBBERY,51
2001,60659,SEX OFFENSE,16
2001,60659,STALKING,3
2001,60659,THEFT,678
2001,60659,WEAPONS VIOLATION,10
2001,60660,ARSON,11
2001,60660,ASSAULT,333
2001,60660,BATTERY,926
2001,60660,BURGLARY,312
2001,60660,CRIM SEXUAL ASSAULT,23
2001,60660,CRIMINAL DAMAGE,666
2001,60660,CRIMINAL TRESPASS,145
2001,60660,DECEPTIVE PRACTICE,245
2001,60660,GAMBLING,12
2001,60660,HOMICIDE,2
2001,60660,INTERFERENCE WITH PUBLIC OFFICER,3
2001,60660,INTIMIDATION,2
2001,60660,KIDNAPPING,15
2001,60660,LIQUOR LAW VIOLATION,12
2001,60660,MOTOR VEHICLE THEFT,235
2001,60660,NARCOTICS,319
2001,60660,OBSCENITY,1
2001,60660,OFFENSE INVOLVING CHILDREN,23
2001,60660,OTHER OFFENSE,433
2001,60660,PROSTITUTION,30
2001,60660,PUBLIC PEACE VIOLATION,28
2001,60660,ROBBERY,190
2001,60660,SEX OFFENSE,28
2001,60660,STALKING,6
2001,60660,THEFT,1266
2001,60660,WEAPONS VIOLATION,15
2001,60661,ASSAULT,111
2001,60661,BATTERY,226
2001,60661,BURGLARY,114
2001,60661,CRIM SEXUAL ASSAULT,6
2001,60661,CRIMINAL DAMAGE,209
2001,60661,CRIMINAL TRESPASS,226
2001,60661,DECEPTIVE PRACTICE,122
2001,60661,GAMBLING,5
2001,60661,HOMICIDE,2
2001,60661,INTERFERENCE WITH PUBLIC OFFICER,1
2001,60661,INTIMIDATION,3
2001,60661,KIDNAPPING,1
2001,60661,LIQUOR LAW VIOLATION,9
2001,60661,MOTOR VEHICLE THEFT,184
2001,60661,NARCOTICS,83
2001,60661,OFFENSE INVOLVING CHILDREN,1
2001,60661,OTHER OFFENSE,137
2001,60661,PROSTITUTION,2
2001,60661,PUBLIC PEACE VIOLATION,15
2001,60661,ROBBERY,64
2001,60661,SEX OFFENSE,5
2001,60661,THEFT,1321
2001,60661,WEAPONS VIOLATION,10
2002,60601,ARSON,1
2002,60601,ASSAULT,60
2002,60601,BATTERY,118
2002,60601,BURGLARY,35
2002,60601,CRIM SEXUAL ASSAULT,3
2002,60601,CRIMINAL DAMAGE,76
2002,60601,CRIMINAL TRESPASS,69
2002,60601,DECEPTIVE PRACTICE,146
2002,60601,INTERFERENCE WITH PUBLIC OFFICER,1
2002,60601,INTIMIDATION,2
2002,60601,KIDNAPPING,1
2002,60601,LIQUOR LAW VIOLATION,3
2002,60601,MOTOR VEHICLE THEFT,28
2002,60601,NARCOTICS,21
2002,60601,OFFENSE INVOLVING CHILDREN,2
2002,60601,OTHER OFFENSE,122
2002,60601,PROSTITUTION,12
2002,60601,PUBLIC PEACE VIOLATION,18
2002,60601,ROBBERY,13
2002,60601,SEX OFFENSE,7
2002,60601,STALKING,1
2002,60601,THEFT,824
2002,60602,ARSON,2
2002,60602,ASSAULT,186
2002,60602,BATTERY,253
2002,60602,BURGLARY,61
2002,60602,CRIM SEXUAL ASSAULT,5
2002,60602,CRIMINAL DAMAGE,150
2002,60602,CRIMINAL TRESPASS,189
2002,60602,DECEPTIVE PRACTICE,467
2002,60602,GAMBLING,1
2002,60602,HOMICIDE,1
2002,60602,INTERFERENCE WITH PUBLIC OFFICER,3
2002,60602,INTIMIDATION,8
2002,60602,LIQUOR LAW VIOLATION,8
2002,60602,MOTOR VEHICLE THEFT,30
2002,60602,NARCOTICS,66
2002,60602,OFFENSE INVOLVING CHILDREN,1
2002,60602,OTHER OFFENSE,215
2002,60602,PROSTITUTION,6
2002,60602,PUBLIC PEACE VIOLATION,24
2002,60602,ROBBERY,49
2002,60602,SEX OFFENSE,14
2002,60602,STALKING,2
2002,60602,THEFT,1716
2002,60602,WEAPONS VIOLATION,7
2002,60603,ARSON,1
2002,60603,ASSAULT,91
2002,60603,BATTERY,202
2002,60603,BURGLARY,59
2002,60603,CRIM SEXUAL ASSAULT,3
2002,60603,CRIMINAL DAMAGE,88
2002,60603,CRIMINAL TRESPASS,180
2002,60603,DECEPTIVE PRACTICE,220
2002,60603,INTERFERENCE WITH PUBLIC OFFICER,1
2002,60603,INTIMIDATION,2
2002,60603,LIQUOR LAW VIOLATION,9
2002,60603,MOTOR VEHICLE THEFT,20
2002,60603,NARCOTICS,38
2002,60603,OFFENSE INVOLVING CHILDREN,2
2002,60603,OTHER OFFENSE,136
2002,60603,PROSTITUTION,3
2002,60603,PUBLIC PEACE VIOLATION,34
2002,60603,ROBBERY,64
2002,60603,SEX OFFENSE,8
2002,60603,STALKING,3
2002,60603,THEFT,1769
2002,60603,WEAPONS VIOLATION,10
2002,60604,ARSON,1
2002,60604,ASSAULT,46
2002,60604,BATTERY,78
2002,60604,BURGLARY,35
2002,60604,CRIMINAL DAMAGE,50
