Year,zipcode,PrimaryType,Count
2011,60623,KIDNAPPING,5
2011,60623,LIQUOR LAW VIOLATION,36
2011,60623,MOTOR VEHICLE THEFT,913
2011,60623,NARCOTICS,1621
2011,60623,OBSCENITY,3
2011,60623,OFFENSE INVOLVING CHILDREN,76
2011,60623,OTHER OFFENSE,762
2011,60623,PROSTITUTION,43
2011,60623,PUBLIC INDECENCY,1
2011,60623,PUBLIC PEACE VIOLATION,273
2011,60623,ROBBERY,555
2011,60623,SEX OFFENSE,47
2011,60623,STALKING,4
2011,60623,THEFT,1841
2011,60623,WEAPONS VIOLATION,144
2011,60624,ARSON,27
2011,60624,ASSAULT,945
2011,60624,BATTERY,3048
2011,60624,BURGLARY,555
2011,60624,CRIM SEXUAL ASSAULT,54
2011,60624,CRIMINAL DAMAGE,1152
2011,60624,CRIMINAL TRESPASS,278
2011,60624,DECEPTIVE PRACTICE,342
2011,60624,GAMBLING,84
2011,60624,HOMICIDE,32
2011,60624,INTERFERENCE WITH PUBLIC OFFICER,68
2011,60624,INTIMIDATION,6
2011,60624,KIDNAPPING,12
2011,60624,LIQUOR LAW VIOLATION,25
2011,60624,MOTOR VEHICLE THEFT,664
2011,60624,NARCOTICS,3919
2011,60624,OFFENSE INVOLVING CHILDREN,77
2011,60624,OTHER OFFENSE,646
2011,60624,PROSTITUTION,261
2011,60624,PUBLIC PEACE VIOLATION,90
2011,60624,ROBBERY,722
2011,60624,SEX OFFENSE,26
2011,60624,STALKING,3
2011,60624,THEFT,1988
2011,60624,WEAPONS VIOLATION,185
2011,60625,ARSON,7
2011,60625,ASSAULT,273
2011,60625,BATTERY,903
2011,60625,BURGLARY,470
2011,60625,CRIM SEXUAL ASSAULT,27
2011,60625,CRIMINAL DAMAGE,802
2011,60625,CRIMINAL TRESPASS,113
2011,60625,DECEPTIVE PRACTICE,194
2011,60625,GAMBLING,4
2011,60625,HOMICIDE,3
2011,60625,INTERFERENCE WITH PUBLIC OFFICER,9
2011,60625,INTIMIDATION,5
2011,60625,KIDNAPPING,3
2011,60625,LIQUOR LAW VIOLATION,20
2011,60625,MOTOR VEHICLE THEFT,365
2011,60625,NARCOTICS,394
2011,60625,OFFENSE INVOLVING CHILDREN,30
2011,60625,OTHER OFFENSE,430
2011,60625,PROSTITUTION,10
2011,60625,PUBLIC PEACE VIOLATION,50
2011,60625,ROBBERY,186
2011,60625,SEX OFFENSE,35
2011,60625,STALKING,2
2011,60625,THEFT,1172
2011,60625,WEAPONS VIOLATION,33
2011,60626,ARSON,7
2011,60626,ASSAULT,273
2011,60626,BATTERY,944
2011,60626,BURGLARY,247
2011,60626,CRIM SEXUAL ASSAULT,61
2011,60626,CRIMINAL DAMAGE,556
2011,60626,CRIMINAL TRESPASS,156
2011,60626,DECEPTIVE PRACTICE,598
2011,60626,GAMBLING,8
2011,60626,HOMICIDE,4
2011,60626,INTERFERENCE WITH PUBLIC OFFICER,18
2011,60626,INTIMIDATION,4
2011,60626,KIDNAPPING,4
2011,60626,LIQUOR LAW VIOLATION,12
2011,60626,MOTOR VEHICLE THEFT,172
2011,60626,NARCOTICS,486
2011,60626,OBSCENITY,1
2011,60626,OFFENSE INVOLVING CHILDREN,88
2011,60626,OTHER OFFENSE,378
2011,60626,PROSTITUTION,5
2011,60626,PUBLIC PEACE VIOLATION,51
2011,60626,ROBBERY,243
2011,60626,SEX OFFENSE,45
2011,60626,STALKING,4
2011,60626,THEFT,1108
2011,60626,WEAPONS VIOLATION,46
2011,60628,ARSON,25
2011,60628,ASSAULT,1137
2011,60628,BATTERY,3130
2011,60628,BURGLARY,1374
2011,60628,CRIM SEXUAL ASSAULT,75
2011,60628,CRIMINAL DAMAGE,1673
2011,60628,CRIMINAL TRESPASS,375
2011,60628,DECEPTIVE PRACTICE,348
2011,60628,GAMBLING,19
2011,60628,HOMICIDE,26
2011,60628,INTERFERENCE WITH PUBLIC OFFICER,73
2011,60628,INTIMIDATION,6
2011,60628,KIDNAPPING,13
2011,60628,LIQUOR LAW VIOLATION,10
2011,60628,MOTOR VEHICLE THEFT,995
2011,60628,NARCOTICS,1838
2011,60628,OBSCENITY,1
2011,60628,OFFENSE INVOLVING CHILDREN,116
2011,60628,OTHER OFFENSE,847
2011,60628,PROSTITUTION,103
2011,60628,PUBLIC PEACE VIOLATION,96
2011,60628,ROBBERY,640
2011,60628,SEX OFFENSE,28
2011,60628,STALKING,9
2011,60628,THEFT,2256
2011,60628,WEAPONS VIOLATION,313
2011,60629,ARSON,20
2011,60629,ASSAULT,578
2011,60629,BATTERY,1773
2011,60629,BURGLARY,1124
2011,60629,CRIM SEXUAL ASSAULT,41
2011,60629,CRIMINAL DAMAGE,1424
2011,60629,CRIMINAL TRESPASS,167
2011,60629,DECEPTIVE PRACTICE,195
2011,60629,GAMBLING,11
2011,60629,HOMICIDE,16
2011,60629,INTERFERENCE WITH PUBLIC OFFICER,31
2011,60629,INTIMIDATION,4
2011,60629,KIDNAPPING,17
2011,60629,LIQUOR LAW VIOLATION,18
2011,60629,MOTOR VEHICLE THEFT,667
2011,60629,NARCOTICS,1184
2011,60629,OBSCENITY,3
2011,60629,OFFENSE INVOLVING CHILDREN,101
2011,60629,OTHER OFFENSE,616
2011,60629,PROSTITUTION,58
2011,60629,PUBLIC PEACE VIOLATION,164
2011,60629,ROBBERY,475
2011,60629,SEX OFFENSE,47
2011,60629,STALKING,4
2011,60629,THEFT,1532
2011,60629,WEAPONS VIOLATION,127
2011,60630,ARSON,4
2011,60630,ASSAULT,162
2011,60630,BATTERY,468
2011,60630,BURGLARY,395
2011,60630,CRIM SEXUAL ASSAULT,5
2011,60630,CRIMINAL DAMAGE,504
2011,60630,CRIMINAL TRESPASS,79
2011,60630,DECEPTIVE PRACTICE,144
2011,60630,HOMICIDE,3
2011,60630,INTERFERENCE WITH PUBLIC OFFICER,9
2011,60630,INTIMIDATION,3
2011,60630,KIDNAPPING,1
2011,60630,LIQUOR LAW VIOLATION,10
2011,60630,MOTOR VEHICLE THEFT,221
2011,60630,NARCOTICS,162
2011,60630,OFFENSE INVOLVING CHILDREN,33
2011,60630,OTHER OFFENSE,270
2011,60630,PUBLIC PEACE VIOLATION,14
2011,60630,ROBBERY,49
2011,60630,SEX OFFENSE,9
2011,60630,STALKING,5
2011,60630,THEFT,756
2011,60630,WEAPONS VIOLATION,9
2011,60631,ARSON,3
2011,60631,ASSAULT,78
2011,60631,BATTERY,243
2011,60631,BURGLARY,148
2011,60631,CRIM SEXUAL ASSAULT,3
2011,60631,CRIMINAL DAMAGE,292
2011,60631,CRIMINAL TRESPASS,42
2011,60631,DECEPTIVE PRACTICE,100
2011,60631,INTERFERENCE WITH PUBLIC OFFICER,1
2011,60631,KIDNAPPING,2
2011,60631,LIQUOR LAW VIOLATION,6
2011,60631,MOTOR VEHICLE THEFT,43
2011,60631,NARCOTICS,37
2011,60631,OFFENSE INVOLVING CHILDREN,9
2011,60631,OTHER OFFENSE,137
2011,60631,PUBLIC PEACE VIOLATION,11
2011,60631,ROBBERY,15
2011,60631,SEX OFFENSE,7
2011,60631,THEFT,434
2011,60631,WEAPONS VIOLATION,2
2011,60632,ARSON,22
2011,60632,ASSAULT,405
2011,60632,BATTERY,1250
2011,60632,BURGLARY,669
2011,60632,CRIM SEXUAL ASSAULT,35
2011,60632,CRIMINAL DAMAGE,1245
2011,60632,CRIMINAL TRESPASS,102
2011,60632,DECEPTIVE PRACTICE,190
2011,60632,GAMBLING,6
2011,60632,HOMICIDE,14
2011,60632,INTERFERENCE WITH PUBLIC OFFICER,25
2011,60632,INTIMIDATION,4
2011,60632,KIDNAPPING,10
2011,60632,LIQUOR LAW VIOLATION,23
2011,60632,MOTOR VEHICLE THEFT,916
2011,60632,NARCOTICS,616
2011,60632,OBSCENITY,1
2011,60632,OFFENSE INVOLVING CHILDREN,85
2011,60632,OTHER OFFENSE,469
2011,60632,PROSTITUTION,212
2011,60632,PUBLIC PEACE VIOLATION,142
2011,60632,ROBBERY,285
2011,60632,SEX OFFENSE,35
2011,60632,STALKING,8
2011,60632,THEFT,1517
2011,60632,WEAPONS VIOLATION,93
2011,60633,ARSON,4
2011,60633,ASSAULT,239
2011,60633,BATTERY,522
2011,60633,BURGLARY,183
2011,60633,CRIM SEXUAL ASSAULT,13
2011,60633,CRIMINAL DAMAGE,317
2011,60633,CRIMINAL TRESPASS,58
2011,60633,DECEPTIVE PRACTICE,48
2011,60633,HOMICIDE,6
2011,60633,INTERFERENCE WITH PUBLIC OFFICER,5
2011,60633,INTIMIDATION,1
2011,60633,KIDNAPPING,3
2011,60633,LIQUOR LAW VIOLATION,6
2011,60633,MOTOR VEHICLE THEFT,77
2011,60633,NARCOTICS,147
2011,60633,OFFENSE INVOLVING CHILDREN,19
2011,60633,OTHER OFFENSE,134
2011,60633,PUBLIC PEACE VIOLATION,30
2011,60633,ROBBERY,61
2011,60633,SEX OFFENSE,2
2011,60633,STALKING,4
2011,60633,THEFT,394
2011,60633,WEAPONS VIOLATION,30
2011,60634,ARSON,4
2011,60634,ASSAULT,236
2011,60634,BATTERY,585
2011,60634,BURGLARY,435
2011,60634,CRIM SEXUAL ASSAULT,10
2011,60634,CRIMINAL DAMAGE,598
2011,60634,CRIMINAL TRESPASS,72
2011,60634,DECEPTIVE PRACTICE,161
2011,60634,GAMBLING,4
2011,60634,INTERFERENCE WITH PUBLIC OFFICER,6
2011,60634,INTIMIDATION,1
2011,60634,KIDNAPPING,3
2011,60634,LIQUOR LAW VIOLATION,9
2011,60634,MOTOR VEHICLE THEFT,279
2011,60634,NARCOTICS,142
2011,60634,OFFENSE INVOLVING CHILDREN,34
2011,60634,OTHER OFFENSE,355
2011,60634,PROSTITUTION,1
2011,60634,PUBLIC PEACE VIOLATION,12
2011,60634,ROBBERY,67
2011,60634,SEX OFFENSE,12
2011,60634,STALKING,2
2011,60634,THEFT,955
2011,60634,WEAPONS VIOLATION,14
2011,60636,ARSON,29
2011,60636,ASSAULT,992
2011,60636,BATTERY,2920
2011,60636,BURGLARY,1296
2011,60636,CRIM SEXUAL ASSAULT,62
2011,60636,CRIMINAL DAMAGE,1574
2011,60636,CRIMINAL TRESPASS,434
2011,60636,DECEPTIVE PRACTICE,290
2011,60636,GAMBLING,70
2011,60636,HOMICIDE,35
2011,60636,INTERFERENCE WITH PUBLIC OFFICER,65
2011,60636,INTIMIDATION,4
2011,60636,KIDNAPPING,8
2011,60636,LIQUOR LAW VIOLATION,12
2011,60636,MOTOR VEHICLE THEFT,586
2011,60636,NARCOTICS,2132
2011,60636,OFFENSE INVOLVING CHILDREN,79
2011,60636,OTHER OFFENSE,723
2011,60636,PROSTITUTION,115
2011,60636,PUBLIC PEACE VIOLATION,152
2011,60636,ROBBERY,574
2011,60636,SEX OFFENSE,35
2011,60636,STALKING,3
2011,60636,THEFT,2235
2011,60636,WEAPONS VIOLATION,334
2011,60637,ARSON,13
2011,60637,ASSAULT,709
2011,60637,BATTERY,2284
2011,60637,BURGLARY,847
2011,60637,CRIM SEXUAL ASSAULT,49
2011,60637,CRIMINAL DAMAGE,1106
2011,60637,CRIMINAL TRESPASS,530
2011,60637,DECEPTIVE PRACTICE,205
2011,60637,GAMBLING,31
2011,60637,HOMICIDE,22
2011,60637,INTERFERENCE WITH PUBLIC OFFICER,39
2011,60637,INTIMIDATION,2
2011,60637,KIDNAPPING,10
2011,60637,LIQUOR LAW VIOLATION,5
2011,60637,MOTOR VEHICLE THEFT,472
2011,60637,NARCOTICS,1552
2011,60637,OBSCENITY,3
2011,60637,OFFENSE INVOLVING CHILDREN,79
2011,60637,OTHER OFFENSE,674
2011,60637,PROSTITUTION,60
2011,60637,PUBLIC PEACE VIOLATION,96
2011,60637,ROBBERY,461
2011,60637,SEX OFFENSE,29
2011,60637,STALKING,1
2011,60637,THEFT,1589
2011,60637,WEAPONS VIOLATION,205
2011,60638,ARSON,7
2011,60638,ASSAULT,194
2011,60638,BATTERY,474
2011,60638,BURGLARY,396
2011,60638,CRIM SEXUAL ASSAULT,7
2011,60638,CRIMINAL DAMAGE,565
2011,60638,CRIMINAL TRESPASS,65
2011,60638,DECEPTIVE PRACTICE,186
2011,60638,INTERFERENCE WITH PUBLIC OFFICER,7
2011,60638,INTIMIDATION,1
2011,60638,KIDNAPPING,3
2011,60638,LIQUOR LAW VIOLATION,8
2011,60638,MOTOR VEHICLE THEFT,107
2011,60638,NARCOTICS,241
2011,60638,OBSCENITY,1
2011,60638,OFFENSE INVOLVING CHILDREN,36
2011,60638,OTHER OFFENSE,252
2011,60638,PROSTITUTION,36
2011,60638,PUBLIC PEACE VIOLATION,32
2011,60638,ROBBERY,44
2011,60638,SEX OFFENSE,18
2011,60638,STALKING,2
2011,60638,THEFT,717
2011,60638,WEAPONS VIOLATION,15
2011,60639,ARSON,21
2011,60639,ASSAULT,580
2011,60639,BATTERY,1667
2011,60639,BURGLARY,1072
2011,60639,CRIM SEXUAL ASSAULT,41
2011,60639,CRIMINAL DAMAGE,1152
2011,60639,CRIMINAL TRESPASS,174
2011,60639,DECEPTIVE PRACTICE,241
2011,60639,GAMBLING,11
2011,60639,HOMICIDE,10
2011,60639,INTERFERENCE WITH PUBLIC OFFICER,60
2011,60639,INTIMIDATION,8
2011,60639,KIDNAPPING,7
2011,60639,LIQUOR LAW VIOLATION,20
2011,60639,MOTOR VEHICLE THEFT,736
2011,60639,NARCOTICS,1223
2011,60639,OBSCENITY,2
2011,60639,OFFENSE INVOLVING CHILDREN,104
2011,60639,OTHER OFFENSE,666
2011,60639,PROSTITUTION,84
2011,60639,PUBLIC INDECENCY,1
2011,60639,PUBLIC PEACE VIOLATION,87
2011,60639,ROBBERY,451
2011,60639,SEX OFFENSE,33
2011,60639,STALKING,1
2011,60639,THEFT,1518
2011,60639,WEAPONS VIOLATION,137
2011,60640,ARSON,3
2011,60640,ASSAULT,290
2011,60640,BATTERY,684
2011,60640,BURGLARY,301
2011,60640,CRIM SEXUAL ASSAULT,32
2011,60640,CRIMINAL DAMAGE,441
2011,60640,CRIMINAL TRESPASS,155
2011,60640,DECEPTIVE PRACTICE,296
2011,60640,GAMBLING,2
2011,60640,HOMICIDE,3
2011,60640,INTERFERENCE WITH PUBLIC OFFICER,12
2011,60640,INTIMIDATION,2
2011,60640,KIDNAPPING,4
2011,60640,LIQUOR LAW VIOLATION,10
2011,60640,MOTOR VEHICLE THEFT,213
2011,60640,NARCOTICS,675
2011,60640,OFFENSE INVOLVING CHILDREN,11
2011,60640,OTHER OFFENSE,281
2011,60640,PROSTITUTION,6
2011,60640,PUBLIC PEACE VIOLATION,47
2011,60640,ROBBERY,172
2011,60640,SEX OFFENSE,16
2011,60640,STALKING,4
2011,60640,THEFT,1342
2011,60640,WEAPONS VIOLATION,28
2011,60641,ARSON,11
2011,60641,ASSAULT,348
2011,60641,BATTERY,1003
2011,60641,BURGLARY,640
2011,60641,CRIM SEXUAL ASSAULT,27
2011,60641,CRIMINAL DAMAGE,821
2011,60641,CRIMINAL TRESPASS,108
2011,60641,DECEPTIVE PRACTICE,213
2011,60641,HOMICIDE,1
2011,60641,INTERFERENCE WITH PUBLIC OFFICER,20
2011,60641,INTIMIDATION,2
2011,60641,KIDNAPPING,7
2011,60641,LIQUOR LAW VIOLATION,15
2011,60641,MOTOR VEHICLE THEFT,504
2011,60641,NARCOTICS,409
2011,60641,OFFENSE INVOLVING CHILDREN,47
2011,60641,OTHER OFFENSE,429
2011,60641,PROSTITUTION,14
2011,60641,PUBLIC PEACE VIOLATION,60
2011,60641,ROBBERY,206
2011,60641,SEX OFFENSE,32
2011,60641,STALKING,4
2011,60641,THEFT,1330
2011,60641,WEAPONS VIOLATION,49
2011,60643,ARSON,5
2011,60643,ASSAULT,364
2011,60643,BATTERY,1000
2011,60643,BURGLARY,578
2011,60643,CRIM SEXUAL ASSAULT,24
2011,60643,CRIMINAL DAMAGE,663
2011,60643,CRIMINAL TRESPASS,120
2011,60643,DECEPTIVE PRACTICE,225
2011,60643,GAMBLING,9
2011,60643,HOMICIDE,6
2011,60643,INTERFERENCE WITH PUBLIC OFFICER,21
2011,60643,INTIMIDATION,3
2011,60643,KIDNAPPING,5
2011,60643,LIQUOR LAW VIOLATION,2
2011,60643,MOTOR VEHICLE THEFT,288
2011,60643,NARCOTICS,455
2011,60643,OBSCENITY,1
2011,60643,OFFENSE INVOLVING CHILDREN,30
2011,60643,OTHER OFFENSE,402
2011,60643,PUBLIC PEACE VIOLATION,48
2011,60643,ROBBERY,213
2011,60643,SEX OFFENSE,21
2011,60643,STALKING,1
2011,60643,THEFT,1195
2011,60643,WEAPONS VIOLATION,74
2011,60644,ARSON,16
2011,60644,ASSAULT,834
2011,60644,BATTERY,2737
2011,60644,BURGLARY,818
2011,60644,CRIM SEXUAL ASSAULT,77
2011,60644,CRIMINAL DAMAGE,1188
2011,60644,CRIMINAL TRESPASS,311
2011,60644,DECEPTIVE PRACTICE,272
2011,60644,GAMBLING,109
2011,60644,HOMICIDE,21
2011,60644,INTERFERENCE WITH PUBLIC OFFICER,81
2011,60644,INTIMIDATION,3
2011,60644,KIDNAPPING,8
2011,60644,LIQUOR LAW VIOLATION,7
2011,60644,MOTOR VEHICLE THEFT,471
2011,60644,NARCOTICS,3972
2011,60644,OFFENSE INVOLVING CHILDREN,100
2011,60644,OTHER OFFENSE,759
2011,60644,PROSTITUTION,132
2011,60644,PUBLIC PEACE VIOLATION,122
2011,60644,ROBBERY,736
2011,60644,SEX OFFENSE,36
2011,60644,STALKING,2
2011,60644,THEFT,1711
2011,60644,WEAPONS VIOLATION,177
2011,60645,ARSON,4
2011,60645,ASSAULT,127
2011,60645,BATTERY,490
2011,60645,BURGLARY,291
2011,60645,CRIM SEXUAL ASSAULT,13
2011,60645,CRIMINAL DAMAGE,429
2011,60645,CRIMINAL TRESPASS,63
2011,60645,DECEPTIVE PRACTICE,147
2011,60645,GAMBLING,1
2011,60645,INTERFERENCE WITH PUBLIC OFFICER,14
2011,60645,INTIMIDATION,1
2011,60645,KIDNAPPING,1
2011,60645,LIQUOR LAW VIOLATION,10
2011,60645,MOTOR VEHICLE THEFT,162
2011,60645,NARCOTICS,184
2011,60645,OFFENSE INVOLVING CHILDREN,20
2011,60645,OTHER OFFENSE,200
2011,60645,PUBLIC PEACE VIOLATION,17
2011,60645,ROBBERY,92
2011,60645,SEX OFFENSE,12
2011,60645,STALKING,1
2011,60645,THEFT,743
2011,60645,WEAPONS VIOLATION,21
2011,60646,ARSON,1
2011,60646,ASSAULT,34
2011,60646,BATTERY,91
2011,60646,BURGLARY,108
2011,60646,CRIM SEXUAL ASSAULT,3
2011,60646,CRIMINAL DAMAGE,149
2011,60646,CRIMINAL TRESPASS,12
2011,60646,DECEPTIVE PRACTICE,59
2011,60646,INTERFERENCE WITH PUBLIC OFFICER,1
2011,60646,KIDNAPPING,1
2011,60646,MOTOR VEHICLE THEFT,26
2011,60646,NARCOTICS,13
2011,60646,OFFENSE INVOLVING CHILDREN,8
2011,60646,OTHER OFFENSE,82
2011,60646,PUBLIC PEACE VIOLATION,6
2011,60646,ROBBERY,7
2011,60646,SEX OFFENSE,1
2011,60646,STALKING,1
2011,60646,THEFT,179
2011,60646,WEAPONS VIOLATION,2
2011,60647,ARSON,20
2011,60647,ASSAULT,548
2011,60647,BATTERY,1723
2011,60647,BURGLARY,935
2011,60647,CRIM SEXUAL ASSAULT,34
2011,60647,CRIMINAL DAMAGE,1118
2011,60647,CRIMINAL TRESPASS,203
2011,60647,DECEPTIVE PRACTICE,236
2011,60647,GAMBLING,2
2011,60647,HOMICIDE,5
2011,60647,INTERFERENCE WITH PUBLIC OFFICER,22
2011,60647,INTIMIDATION,8
2011,60647,KIDNAPPING,9
2011,60647,LIQUOR LAW VIOLATION,32
2011,60647,MOTOR VEHICLE THEFT,776
2011,60647,NARCOTICS,700
2011,60647,OFFENSE INVOLVING CHILDREN,81
2011,60647,OTHER NARCOTIC VIOLATION,1
2011,60647,OTHER OFFENSE,543
2011,60647,PROSTITUTION,42
2011,60647,PUBLIC PEACE VIOLATION,58
2011,60647,ROBBERY,354
2011,60647,SEX OFFENSE,29
2011,60647,STALKING,7
2011,60647,THEFT,2240
2011,60647,WEAPONS VIOLATION,76
2011,60649,ARSON,16
2011,60649,ASSAULT,919
2011,60649,BATTERY,3042
2011,60649,BURGLARY,1695
2011,60649,CRIM SEXUAL ASSAULT,69
2011,60649,CRIMINAL DAMAGE,1341
2011,60649,CRIMINAL TRESPASS,283
2011,60649,DECEPTIVE PRACTICE,331
2011,60649,GAMBLING,27
2011,60649,HOMICIDE,19
2011,60649,INTERFERENCE WITH PUBLIC OFFICER,21
2011,60649,INTIMIDATION,3
2011,60649,KIDNAPPING,9
2011,60649,LIQUOR LAW VIOLATION,8
2011,60649,MOTOR VEHICLE THEFT,785
2011,60649,NARCOTICS,1463
2011,60649,OFFENSE INVOLVING CHILDREN,112
2011,60649,OTHER OFFENSE,930
2011,60649,PROSTITUTION,60
2011,60649,PUBLIC PEACE VIOLATION,76
2011,60649,ROBBERY,704
2011,60649,SEX OFFENSE,35
2011,60649,STALKING,4
2011,60649,THEFT,2285
2011,60649,WEAPONS VIOLATION,169
2011,60651,ARSON,23
2011,60651,ASSAULT,585
2011,60651,BATTERY,1891
2011,60651,BURGLARY,529
2011,60651,CRIM SEXUAL ASSAULT,43
2011,60651,CRIMINAL DAMAGE,889
2011,60651,CRIMINAL TRESPASS,134
2011,60651,DECEPTIVE PRACTICE,208
2011,60651,GAMBLING,43
2011,60651,HOMICIDE,11
2011,60651,INTERFERENCE WITH PUBLIC OFFICER,48
2011,60651,INTIMIDATION,4
2011,60651,KIDNAPPING,6
2011,60651,LIQUOR LAW VIOLATION,18
2011,60651,MOTOR VEHICLE THEFT,529
2011,60651,NARCOTICS,2061
2011,60651,OBSCENITY,1
2011,60651,OFFENSE INVOLVING CHILDREN,62
2011,60651,OTHER OFFENSE,530
2011,60651,PROSTITUTION,273
2011,60651,PUBLIC PEACE VIOLATION,66
2011,60651,ROBBERY,402
2011,60651,SEX OFFENSE,22
2011,60651,STALKING,4
2011,60651,THEFT,1699
2011,60651,WEAPONS VIOLATION,120
2011,60652,ARSON,3
2011,60652,ASSAULT,195
2011,60652,BATTERY,507
2011,60652,BURGLARY,352
2011,60652,CRIM SEXUAL ASSAULT,14
2011,60652,CRIMINAL DAMAGE,466
2011,60652,CRIMINAL TRESPASS,64
2011,60652,DECEPTIVE PRACTICE,144
2011,60652,GAMBLING,1
2011,60652,HOMICIDE,5
2011,60652,INTERFERENCE WITH PUBLIC OFFICER,9
2011,60652,KIDNAPPING,8
2011,60652,LIQUOR LAW VIOLATION,4
2011,60652,MOTOR VEHICLE THEFT,218
2011,60652,NARCOTICS,221
2011,60652,OBSCENITY,2
2011,60652,OFFENSE INVOLVING CHILDREN,28
2011,60652,OTHER OFFENSE,241
2011,60652,PROSTITUTION,5
2011,60652,PUBLIC PEACE VIOLATION,47
2011,60652,ROBBERY,125
2011,60652,SEX OFFENSE,13
2011,60652,STALKING,1
2011,60652,THEFT,1041
2011,60652,WEAPONS VIOLATION,32
2011,60653,ARSON,3
2011,60653,ASSAULT,536
2011,60653,BATTERY,1420
2011,60653,BURGLARY,314
2011,60653,CRIM SEXUAL ASSAULT,28
2011,60653,CRIMINAL DAMAGE,683
2011,60653,CRIMINAL TRESPASS,227
2011,60653,DECEPTIVE PRACTICE,120
2011,60653,GAMBLING,19
2011,60653,HOMICIDE,11
2011,60653,INTERFERENCE WITH PUBLIC OFFICER,13
2011,60653,INTIMIDATION,2
2011,60653,KIDNAPPING,5
2011,60653,LIQUOR LAW VIOLATION,3
2011,60653,MOTOR VEHICLE THEFT,334
2011,60653,NARCOTICS,768
2011,60653,OFFENSE INVOLVING CHILDREN,42
2011,60653,OTHER OFFENSE,427
2011,60653,PROSTITUTION,40
2011,60653,PUBLIC PEACE VIOLATION,37
2011,60653,ROBBERY,278
2011,60653,SEX OFFENSE,11
2011,60653,STALKING,4
2011,60653,THEFT,1191
2011,60653,WEAPONS VIOLATION,66
2011,60654,ARSON,1
2011,60654,ASSAULT,96
2011,60654,BATTERY,409
2011,60654,BURGLARY,81
2011,60654,CRIM SEXUAL ASSAULT,5
2011,60654,CRIMINAL DAMAGE,227
2011,60654,CRIMINAL TRESPASS,97
2011,60654,DECEPTIVE PRACTICE,248
2011,60654,HOMICIDE,2
2011,60654,INTERFERENCE WITH PUBLIC OFFICER,8
2011,60654,INTIMIDATION,1
2011,60654,LIQUOR LAW VIOLATION,9
2011,60654,MOTOR VEHICLE THEFT,99
2011,60654,NARCOTICS,114
2011,60654,OFFENSE INVOLVING CHILDREN,2
2011,60654,OTHER OFFENSE,78
2011,60654,PROSTITUTION,25
2011,60654,PUBLIC PEACE VIOLATION,12
2011,60654,ROBBERY,95
2011,60654,SEX OFFENSE,4
2011,60654,STALKING,1
2011,60654,THEFT,1190
2011,60654,WEAPONS VIOLATION,10
2011,60655,ARSON,3
2011,60655,ASSAULT,73
2011,60655,BATTERY,156
2011,60655,BURGLARY,71
2011,60655,CRIM SEXUAL ASSAULT,2
2011,60655,CRIMINAL DAMAGE,175
2011,60655,CRIMINAL TRESPASS,38
2011,60655,DECEPTIVE PRACTICE,57
2011,60655,INTERFERENCE WITH PUBLIC OFFICER,1
2011,60655,INTIMIDATION,1
2011,60655,KIDNAPPING,2
2011,60655,LIQUOR LAW VIOLATION,4
2011,60655,MOTOR VEHICLE THEFT,26
2011,60655,NARCOTICS,53
2011,60655,OFFENSE INVOLVING CHILDREN,21
2011,60655,OTHER OFFENSE,87
2011,60655,PUBLIC PEACE VIOLATION,9
2011,60655,ROBBERY,14
2011,60655,SEX OFFENSE,4
2011,60655,STALKING,3
2011,60655,THEFT,252
2011,60655,WEAPONS VIOLATION,4
2011,60656,ARSON,1
2011,60656,ASSAULT,56
2011,60656,BATTERY,172
2011,60656,BURGLARY,21
2011,60656,CRIM SEXUAL ASSAULT,3
2011,60656,CRIMINAL DAMAGE,126
2011,60656,CRIMINAL TRESPASS,172
2011,60656,DECEPTIVE PRACTICE,124
2011,60656,INTERFERENCE WITH PUBLIC OFFICER,2
2011,60656,LIQUOR LAW VIOLATION,1
2011,60656,MOTOR VEHICLE THEFT,38
2011,60656,NARCOTICS,157
2011,60656,OFFENSE INVOLVING CHILDREN,5
2011,60656,OTHER OFFENSE,482
2011,60656,PROSTITUTION,4
2011,60656,PUBLIC PEACE VIOLATION,11
2011,60656,ROBBERY,14
2011,60656,SEX OFFENSE,12
2011,60656,THEFT,547
2011,60656,WEAPONS VIOLATION,3
2011,60657,ARSON,3
2011,60657,ASSAULT,183
2011,60657,BATTERY,765
2011,60657,BURGLARY,467
2011,60657,CRIM SEXUAL ASSAULT,16
2011,60657,CRIMINAL DAMAGE,537
2011,60657,CRIMINAL TRESPASS,146
2011,60657,DECEPTIVE PRACTICE,388
2011,60657,INTERFERENCE WITH PUBLIC OFFICER,9
2011,60657,INTIMIDATION,4
2011,60657,LIQUOR LAW VIOLATION,20
2011,60657,MOTOR VEHICLE THEFT,255
2011,60657,NARCOTICS,189
2011,60657,OFFENSE INVOLVING CHILDREN,6
2011,60657,OTHER NARCOTIC VIOLATION,2
2011,60657,OTHER OFFENSE,203
2011,60657,PROSTITUTION,32
2011,60657,PUBLIC INDECENCY,1
2011,60657,PUBLIC PEACE VIOLATION,65
2011,60657,ROBBERY,255
2011,60657,SEX OFFENSE,18
2011,60657,STALKING,3
2011,60657,THEFT,2395
2011,60657,WEAPONS VIOLATION,13
2011,60659,ARSON,4
2011,60659,ASSAULT,85
2011,60659,BATTERY,216
2011,60659,BURGLARY,187
2011,60659,CRIM SEXUAL ASSAULT,6
2011,60659,CRIMINAL DAMAGE,246
