"","Year","zipcode","PrimaryType","Count","SurpriseRatio"
"376",2001,"60616","STALKING",3,1.82974875962416
"377",2001,"60616","THEFT",2173,2.71040505821731
"378",2001,"60616","WEAPONS VIOLATION",84,2.43338604344963
"379",2001,"60617","ARSON",32,2.25764833984438
"380",2001,"60617","ASSAULT",1010,2.29319385621978
"381",2001,"60617","BATTERY",2580,1.96735182910048
"382",2001,"60617","BURGLARY",587,1.60808404526395
"383",2001,"60617","CRIM SEXUAL ASSAULT",44,1.74669032421108
"384",2001,"60617","CRIMINAL DAMAGE",1797,2.29268724338382
"385",2001,"60617","CRIMINAL TRESPASS",263,1.41545300347636
"386",2001,"60617","DECEPTIVE PRACTICE",304,1.45451794942636
"387",2001,"60617","DOMESTIC VIOLENCE",1,71.2570257263383
"388",2001,"60617","GAMBLING",14,1.06809246270743
"389",2001,"60617","HOMICIDE",26,2.77763518573433
"390",2001,"60617","INTERFERENCE WITH PUBLIC OFFICER",6,1.05305949349268
"391",2001,"60617","INTIMIDATION",8,2.04321220720683
"392",2001,"60617","KIDNAPPING",36,2.74946723059826
"393",2001,"60617","LIQUOR LAW VIOLATION",41,1.78469032057414
"394",2001,"60617","MOTOR VEHICLE THEFT",586,1.51572169863277
"395",2001,"60617","NARCOTICS",982,1.38379574155604
"396",2001,"60617","OFFENSE INVOLVING CHILDREN",91,2.89869885610049
"397",2001,"60617","OTHER OFFENSE",733,1.76124223959421
"398",2001,"60617","PROSTITUTION",17,0.201023803077954
"399",2001,"60617","PUBLIC PEACE VIOLATION",84,2.17657824036815
"400",2001,"60617","ROBBERY",318,1.22876927395345
"401",2001,"60617","SEX OFFENSE",50,1.59840793464195
"402",2001,"60617","STALKING",4,1.40407932465691
"403",2001,"60617","THEFT",1790,1.28495805176243
"404",2001,"60617","WEAPONS VIOLATION",182,3.03434222793486
"405",2001,"60618","ARSON",28,1.8053445390584
"406",2001,"60618","ASSAULT",435,0.902618854051321
"407",2001,"60618","BATTERY",1273,0.887128392948315
"408",2001,"60618","BURGLARY",638,1.59730212228679
"409",2001,"60618","CRIM SEXUAL ASSAULT",27,0.979541296858784
"410",2001,"60618","CRIMINAL DAMAGE",1217,1.41900218379157
"411",2001,"60618","CRIMINAL TRESPASS",127,0.624653495967363
"412",2001,"60618","DECEPTIVE PRACTICE",235,1.027564546972
"413",2001,"60618","GAMBLING",18,1.25501543744577
"414",2001,"60618","HOMICIDE",8,0.781065746176475
"415",2001,"60618","INTERFERENCE WITH PUBLIC OFFICER",9,1.44357687016545
"416",2001,"60618","INTIMIDATION",11,2.56750868265986
"417",2001,"60618","KIDNAPPING",25,1.7449452461807
"418",2001,"60618","LIQUOR LAW VIOLATION",37,1.47189382635074
"419",2001,"60618","MOTOR VEHICLE THEFT",668,1.57904338453032
"420",2001,"60618","NARCOTICS",359,0.462328534714328
"421",2001,"60618","OFFENSE INVOLVING CHILDREN",33,0.960663731509298
"422",2001,"60618","OTHER OFFENSE",501,1.10014161216345
"423",2001,"60618","PROSTITUTION",8,0.0864538421340373
"424",2001,"60618","PUBLIC INDECENCY",1,7.23570628749596
"425",2001,"60618","PUBLIC PEACE VIOLATION",52,1.23138565183568
"426",2001,"60618","RITUALISM",1,8.14016957343295
"427",2001,"60618","ROBBERY",319,1.12649600083514
"428",2001,"60618","SEX OFFENSE",58,1.69449918442032
"429",2001,"60618","STALKING",1,0.320794860036767
"430",2001,"60618","THEFT",1826,1.197932756374
"431",2001,"60618","WEAPONS VIOLATION",51,0.777068129611756
"432",2001,"60619","ARSON",39,3.62793940733674
"433",2001,"60619","ASSAULT",1168,3.49664336559459
"434",2001,"60619","BATTERY",3139,3.15604178143111
"435",2001,"60619","BURGLARY",993,3.58681511451293
"436",2001,"60619","CRIM SEXUAL ASSAULT",72,3.7686415784805
"437",2001,"60619","CRIMINAL DAMAGE",1994,3.35437020846756
"438",2001,"60619","CRIMINAL TRESPASS",320,2.2707994741096
"439",2001,"60619","DECEPTIVE PRACTICE",994,6.27077165593481
"440",2001,"60619","GAMBLING",19,1.91127648456575
"441",2001,"60619","HOMICIDE",32,4.50755397859237
