Year,zipcode,PrimaryType,Count,SurpriseRatio
2005,60649,LIQUOR LAW VIOLATION,12,1.534868423
2012,60630,OTHER OFFENSE,242,1.534847852
2016,60625,CRIMINAL DAMAGE,624,1.534610779
2010,60647,DECEPTIVE PRACTICE,278,1.53420489
2008,60610,CRIMINAL DAMAGE,510,1.534143566
2007,60616,BURGLARY,308,1.534089783
2005,60609,DECEPTIVE PRACTICE,225,1.533803942
2014,60611,SEX OFFENSE,7,1.533764083
2012,60631,OTHER OFFENSE,128,1.533249477
2003,60652,ARSON,10,1.533044985
2009,60652,INTERFERENCE WITH PUBLIC OFFICER,6,1.533044985
2008,60605,PUBLIC PEACE VIOLATION,19,1.532950547
2012,60629,CRIM SEXUAL ASSAULT,41,1.532865643
2004,60609,CRIMINAL TRESPASS,264,1.532761679
2008,60622,OFFENSE INVOLVING CHILDREN,35,1.532657296
2011,60657,CRIMINAL TRESPASS,146,1.532057685
2016,60610,INTERFERENCE WITH PUBLIC OFFICER,9,1.531660414
2013,60629,MOTOR VEHICLE THEFT,366,1.531522327
2009,60641,BATTERY,1253,1.531489837
2016,60647,OFFENSE INVOLVING CHILDREN,50,1.531365565
2004,60605,OTHER OFFENSE,186,1.531117309
2004,60606,ASSAULT,17,1.530999027
2014,60629,ROBBERY,285,1.530881845
2011,60629,LIQUOR LAW VIOLATION,18,1.530751679
2007,60640,THEFT,1430,1.53062398
2016,60625,MOTOR VEHICLE THEFT,227,1.53040022
2012,60611,INTERFERENCE WITH PUBLIC OFFICER,9,1.530373958
2001,60630,CRIMINAL DAMAGE,771,1.530347195
2014,60610,BATTERY,476,1.530180429
2009,60608,ARSON,13,1.529537002
2012,60659,BURGLARY,222,1.529388674
2007,60605,OTHER OFFENSE,169,1.52934641
2015,60645,SEX OFFENSE,11,1.528827666
2011,60657,SEX OFFENSE,18,1.52854676
2014,60640,THEFT,1032,1.528540645
2010,60652,ROBBERY,149,1.528372704
2014,60647,ROBBERY,218,1.528159073
2012,60618,BURGLARY,536,1.527974397
2013,60630,OFFENSE INVOLVING CHILDREN,32,1.527757098
2001,60660,ARSON,11,1.527645166
2007,60629,HOMICIDE,13,1.527524648
2012,60618,ARSON,11,1.527366572
2012,60605,ASSAULT,125,1.527123857
2014,60641,THEFT,1123,1.527010249
2011,60661,ARSON,1,1.526961668
2005,60629,OTHER OFFENSE,813,1.526937725
2007,60623,BURGLARY,583,1.526907168
2014,60607,CRIM SEXUAL ASSAULT,8,1.526611276
2001,60632,OFFENSE INVOLVING CHILDREN,52,1.526337374
2016,60638,BURGLARY,200,1.525984881
2014,60637,LIQUOR LAW VIOLATION,5,1.52565239
2001,60632,OTHER OFFENSE,689,1.525526751
2011,60632,OTHER OFFENSE,469,1.525431554
2008,60613,PUBLIC PEACE VIOLATION,37,1.525225126
2015,60638,OFFENSE INVOLVING CHILDREN,31,1.525202943
2007,60625,CRIMINAL DAMAGE,1075,1.524900273
2015,60610,CRIMINAL DAMAGE,275,1.524602782
2010,60661,OFFENSE INVOLVING CHILDREN,5,1.52454176
2013,60654,OTHER OFFENSE,68,1.524140363
2006,60654,NARCOTICS,211,1.524044785
2001,60638,CRIMINAL DAMAGE,781,1.523911519
2002,60632,PUBLIC PEACE VIOLATION,57,1.523291007
2008,60647,NARCOTICS,1031,1.522924895
2010,60645,ARSON,6,1.522437582
2013,60630,OTHER OFFENSE,247,1.522400477
2002,60647,INTERFERENCE WITH PUBLIC OFFICER,8,1.522372504
2009,60641,THEFT,1473,1.52223082
2003,60613,INTERFERENCE WITH PUBLIC OFFICER,5,1.522093039
2011,60645,CRIMINAL DAMAGE,429,1.522070553
2004,60608,PROSTITUTION,157,1.522045752
2014,60654,BURGLARY,55,1.521891134
2004,60610,CRIM SEXUAL ASSAULT,15,1.521560122
2003,60617,ROBBERY,370,1.521180448
2014,60608,SEX OFFENSE,20,1.521018312
2007,60607,KIDNAPPING,2,1.520828657
2001,60632,THEFT,2299,1.520758941
2004,60625,OTHER OFFENSE,589,1.520689361
2016,60633,DECEPTIVE PRACTICE,59,1.520425855
2006,60626,PUBLIC PEACE VIOLATION,39,1.52034167
2012,60626,KIDNAPPING,3,1.52034167
2003,60620,LIQUOR LAW VIOLATION,24,1.520137021
2013,60613,BURGLARY,219,1.520085584
2002,60618,LIQUOR LAW VIOLATION,33,1.519805352
2003,60608,MOTOR VEHICLE THEFT,477,1.519751242
2012,60638,CRIMINAL DAMAGE,500,1.519749683
2001,60615,PROSTITUTION,62,1.519539711
2010,60654,INTERFERENCE WITH PUBLIC OFFICER,3,1.51935349
2004,60629,OTHER OFFENSE,852,1.518743141
2003,60641,DECEPTIVE PRACTICE,244,1.518706854
2004,60615,ARSON,8,1.51865765
2015,60647,ROBBERY,213,1.518048929
2011,60639,HOMICIDE,10,1.517833452
2013,60623,THEFT,1667,1.517421428
2008,60645,SEX OFFENSE,17,1.517308075
2001,60630,BURGLARY,356,1.517258209
2015,60655,OFFENSE INVOLVING CHILDREN,16,1.517217191
2009,60617,CRIM SEXUAL ASSAULT,30,1.517182947
2009,60618,SEX OFFENSE,29,1.516883005
2010,60639,THEFT,1755,1.516735851
2016,60641,SEX OFFENSE,17,1.516556914
2006,60639,ROBBERY,365,1.516169995
2003,60617,SEX OFFENSE,44,1.51610693
2015,60632,SEX OFFENSE,22,1.515803687
2001,60617,MOTOR VEHICLE THEFT,586,1.515721699
2003,60639,DECEPTIVE PRACTICE,307,1.51466095
2009,60639,THEFT,1849,1.514633652
2004,60618,STALKING,5,1.514450153
2005,60618,INTIMIDATION,6,1.514450153
2016,60615,OFFENSE INVOLVING CHILDREN,23,1.514425991
2007,60629,ASSAULT,757,1.514369651
2006,60629,CRIM SEXUAL ASSAULT,42,1.514325805
2002,60639,DECEPTIVE PRACTICE,313,1.514301804
2001,60639,DECEPTIVE PRACTICE,340,1.514266395
2008,60629,BATTERY,2184,1.514265968
2002,60622,KIDNAPPING,11,1.514222094
2012,60645,OFFENSE INVOLVING CHILDREN,25,1.514084015
2004,60623,STALKING,5,1.514055542
2008,60632,CRIM SEXUAL ASSAULT,35,1.513942747
2014,60641,OTHER OFFENSE,307,1.513891519
2003,60638,MOTOR VEHICLE THEFT,316,1.513852403
2011,60638,ARSON,7,1.513586254
2010,60630,CRIMINAL DAMAGE,555,1.513446001
2004,60613,LIQUOR LAW VIOLATION,12,1.513130461
2006,60611,INTIMIDATION,2,1.513123366
2010,60605,OTHER OFFENSE,137,1.512985405
2009,60631,OTHER OFFENSE,185,1.512983657
2014,60605,CRIMINAL DAMAGE,173,1.512886084
2002,60612,KIDNAPPING,7,1.512758012
2009,60616,INTERFERENCE WITH PUBLIC OFFICER,7,1.512549731
2007,60638,PUBLIC PEACE VIOLATION,46,1.512216493
2007,60629,CRIM SEXUAL ASSAULT,44,1.511878181
2006,60615,GAMBLING,14,1.511441806
2001,60641,ROBBERY,333,1.511027596
2001,60652,SEX OFFENSE,23,1.510692377
2004,60630,PUBLIC PEACE VIOLATION,34,1.510688469
2005,60647,DECEPTIVE PRACTICE,298,1.510493888
2010,60625,OFFENSE INVOLVING CHILDREN,50,1.510372328
2007,60617,NARCOTICS,1154,1.510093064
2002,60643,CRIM SEXUAL ASSAULT,23,1.509624253
2001,60629,INTIMIDATION,8,1.509415036
2003,60640,NARCOTICS,899,1.509397333
2014,60638,CRIMINAL DAMAGE,385,1.509339196
2015,60631,BURGLARY,95,1.509018914
2006,60622,PROSTITUTION,93,1.508801158
2004,60643,NARCOTICS,717,1.508488912
2007,60617,CRIMINAL TRESPASS,290,1.508470506
2004,60632,DECEPTIVE PRACTICE,304,1.508213476
2011,60610,PROSTITUTION,23,1.508210901
2010,60643,INTERFERENCE WITH PUBLIC OFFICER,10,1.508140025
2005,60616,WEAPONS VIOLATION,50,1.507708225
2014,60625,MOTOR VEHICLE THEFT,196,1.507489624
2005,60640,NARCOTICS,930,1.507411072
2005,60613,CRIMINAL DAMAGE,662,1.507337543
2009,60617,ROBBERY,338,1.507282977
2012,60617,THEFT,1596,1.507165844
2004,60633,DECEPTIVE PRACTICE,43,1.507142707
2011,60654,SEX OFFENSE,4,1.5070472
2007,60661,CRIM SEXUAL ASSAULT,3,1.507027443
2003,60660,THEFT,1062,1.506569597
2008,60652,PUBLIC PEACE VIOLATION,31,1.506332452
2010,60611,SEX OFFENSE,8,1.506301349
2013,60614,SEX OFFENSE,17,1.506183056
2013,60660,THEFT,768,1.506165684
2002,60629,SEX OFFENSE,62,1.506106443
2009,60617,DECEPTIVE PRACTICE,291,1.506086177
2011,60657,STALKING,3,1.506026734
2010,60638,DECEPTIVE PRACTICE,172,1.50580432
2002,60660,CRIMINAL TRESPASS,149,1.505733043
2016,60610,CRIM SEXUAL ASSAULT,14,1.505637616
2011,60626,NARCOTICS,486,1.505613188
2015,60639,PROSTITUTION,30,1.505203975
2015,60608,OFFENSE INVOLVING CHILDREN,46,1.505155773
2002,60608,SEX OFFENSE,45,1.505050076
2006,60651,STALKING,3,1.504970192
2012,60647,SEX OFFENSE,23,1.504792727
2004,60645,BURGLARY,279,1.504401865
2002,60608,PUBLIC PEACE VIOLATION,51,1.504396683
2015,60613,MOTOR VEHICLE THEFT,122,1.504292725
2005,60632,THEFT,1963,1.504279986
2011,60616,SEX OFFENSE,13,1.504270086
2013,60637,DECEPTIVE PRACTICE,168,1.504026485
2010,60629,PROSTITUTION,71,1.504024269
2008,60634,ARSON,12,1.503923933
2014,60640,NARCOTICS,478,1.50372067
2008,60622,CRIM SEXUAL ASSAULT,20,1.503521518
2008,60601,KIDNAPPING,1,1.503485028
2015,60618,SEX OFFENSE,22,1.503326175
2010,60629,ASSAULT,615,1.503325859
2014,60615,GAMBLING,4,1.503200574
2004,60631,DECEPTIVE PRACTICE,95,1.50286198
2001,60652,BURGLARY,267,1.502839089
2001,60605,PUBLIC PEACE VIOLATION,17,1.502760956
2002,60615,PUBLIC PEACE VIOLATION,25,1.502741722
2009,60607,STALKING,1,1.50261514
2003,60640,INTIMIDATION,6,1.502441585
2010,60647,WEAPONS VIOLATION,81,1.502284503
2013,60652,CRIM SEXUAL ASSAULT,13,1.502190488
2014,60638,PUBLIC PEACE VIOLATION,40,1.501594355
2006,60651,DECEPTIVE PRACTICE,218,1.500197442
2011,60622,WEAPONS VIOLATION,51,1.499995218
2003,60615,SEX OFFENSE,21,1.499747865
2007,60631,CRIMINAL DAMAGE,385,1.499718604
2013,60643,INTERFERENCE WITH PUBLIC OFFICER,16,1.499427897
2002,60632,HOMICIDE,15,1.499129217
2013,60615,INTERFERENCE WITH PUBLIC OFFICER,13,1.498800104
2009,60613,LIQUOR LAW VIOLATION,9,1.498425104
2012,60652,DECEPTIVE PRACTICE,138,1.498035134
2008,60645,DECEPTIVE PRACTICE,168,1.497540056
2003,60645,DECEPTIVE PRACTICE,152,1.497524143
2006,60611,PUBLIC PEACE VIOLATION,22,1.497341114
2014,60631,DECEPTIVE PRACTICE,110,1.497169886
2009,60632,THEFT,1846,1.496959357
2001,60611,INTIMIDATION,2,1.496853222
2005,60601,SEX OFFENSE,5,1.496813991
2011,60630,CRIMINAL DAMAGE,504,1.496634756
2008,60640,THEFT,1452,1.496630943
2003,60607,BURGLARY,150,1.496283561
2003,60609,STALKING,4,1.496186762
2014,60610,HOMICIDE,4,1.496021779
2015,60617,SEX OFFENSE,20,1.495425514
2002,60601,INTERFERENCE WITH PUBLIC OFFICER,1,1.495155471
2012,60616,CRIM SEXUAL ASSAULT,17,1.494901271
2013,60641,PUBLIC PEACE VIOLATION,56,1.494731243
2013,60647,CRIMINAL TRESPASS,177,1.494699384
2016,60610,ASSAULT,176,1.493785096
2005,60629,ASSAULT,768,1.493688478
2002,60623,PROSTITUTION,147,1.493499545
2008,60616,LIQUOR LAW VIOLATION,11,1.493358545
2004,60625,BURGLARY,481,1.492964063
2011,60605,CRIM SEXUAL ASSAULT,9,1.492389602
2005,60609,CRIMINAL TRESPASS,269,1.492211604
2012,60660,BURGLARY,243,1.49205661
2006,60643,GAMBLING,17,1.491823891
2014,60611,STALKING,1,1.491507317
2016,60619,GAMBLING,3,1.491338544
2014,60618,MOTOR VEHICLE THEFT,227,1.491228482
2008,60629,CRIM SEXUAL ASSAULT,43,1.491143955
2014,60647,PUBLIC PEACE VIOLATION,63,1.49084214
2006,60623,BURGLARY,557,1.490838032
2002,60643,ROBBERY,230,1.490715235
2011,60629,ASSAULT,578,1.490686931
2010,60623,THEFT,1757,1.490422159
2009,60633,SEX OFFENSE,4,1.490391985
2003,60601,OTHER OFFENSE,86,1.490307149
2012,60632,ROBBERY,306,1.489991032
2002,60608,WEAPONS VIOLATION,88,1.489823402
2011,60610,PUBLIC PEACE VIOLATION,29,1.489375479
2008,60615,NARCOTICS,469,1.489374827
2004,60623,KIDNAPPING,11,1.488873746
2004,60639,OFFENSE INVOLVING CHILDREN,69,1.488849449
2012,60625,CRIMINAL DAMAGE,700,1.488551252
2010,60632,OTHER OFFENSE,499,1.488518444
2001,60660,ASSAULT,333,1.48828847
2012,60641,THEFT,1342,1.488214774
2006,60643,ARSON,9,1.488197678
2002,60643,NARCOTICS,642,1.488168942
2008,60607,CRIM SEXUAL ASSAULT,9,1.487767165
2009,60638,KIDNAPPING,4,1.487757137
2014,60629,WEAPONS VIOLATION,88,1.48760268
2015,60643,PUBLIC PEACE VIOLATION,30,1.487582974
2009,60613,STALKING,2,1.487458587
2005,60608,SEX OFFENSE,37,1.487316325
2011,60660,DECEPTIVE PRACTICE,133,1.487309656
2001,60645,OTHER OFFENSE,333,1.487272025
2013,60625,BURGLARY,349,1.487035582
2008,60622,NARCOTICS,606,1.486982038
2010,60625,PUBLIC PEACE VIOLATION,69,1.486944054
2005,60608,PUBLIC PEACE VIOLATION,56,1.486697899
2010,60630,ARSON,7,1.486599848
2008,60645,CRIMINAL DAMAGE,593,1.486422991
2010,60652,INTIMIDATION,2,1.486353259
2012,60652,ASSAULT,202,1.486278561
2008,60628,PROSTITUTION,92,1.486273077
2016,60649,STALKING,2,1.486072028
2009,60630,LIQUOR LAW VIOLATION,10,1.486030488
2006,60633,SEX OFFENSE,5,1.48585684
2010,60614,CRIMINAL DAMAGE,671,1.485773009
2012,60641,CRIM SEXUAL ASSAULT,25,1.485764523
2016,60661,ARSON,1,1.485692434
2016,60610,PUBLIC PEACE VIOLATION,15,1.485535645
2011,60645,SEX OFFENSE,12,1.485443771
2003,60652,ASSAULT,299,1.485067443
2013,60639,INTIMIDATION,3,1.484984817
2012,60660,INTERFERENCE WITH PUBLIC OFFICER,13,1.484896434
2015,60638,DECEPTIVE PRACTICE,212,1.484888526
2008,60647,CRIMINAL TRESPASS,266,1.484436861
2004,60608,MOTOR VEHICLE THEFT,467,1.484171718
2005,60639,THEFT,1917,1.483962304
2003,60633,DECEPTIVE PRACTICE,43,1.483712714
2013,60611,CRIM SEXUAL ASSAULT,9,1.483266946
2005,60652,ARSON,7,1.483126733
2016,60632,ASSAULT,423,1.483071693
2009,60629,ASSAULT,644,1.482905691
2013,60601,ARSON,1,1.482832761
2014,60661,WEAPONS VIOLATION,6,1.482829828
2008,60625,OTHER OFFENSE,516,1.482745829
2006,60626,ARSON,9,1.482647249
2011,60630,OTHER OFFENSE,270,1.482644447
2001,60613,OTHER OFFENSE,354,1.482593349
2013,60660,OTHER OFFENSE,190,1.48173381
2009,60634,CRIMINAL DAMAGE,876,1.481486714
2010,60639,DECEPTIVE PRACTICE,278,1.481326436
2016,60651,GAMBLING,3,1.481081777
2011,60641,THEFT,1330,1.481031114
2005,60659,BURGLARY,240,1.480948611
2008,60640,CRIMINAL TRESPASS,200,1.480879331
2012,60601,OFFENSE INVOLVING CHILDREN,6,1.480798697
2004,60605,LIQUOR LAW VIOLATION,6,1.48077371
2010,60638,LIQUOR LAW VIOLATION,10,1.480682205
2006,60655,SEX OFFENSE,11,1.480100771
2003,60618,SEX OFFENSE,47,1.480030832
2014,60659,BURGLARY,137,1.479884667
2004,60656,PUBLIC PEACE VIOLATION,17,1.479695639
2014,60623,KIDNAPPING,5,1.479645189
2016,60656,OTHER OFFENSE,117,1.479305434
2002,60643,CRIMINAL TRESPASS,171,1.478976857
2004,60660,BURGLARY,259,1.478944423
2006,60641,THEFT,1524,1.478764177
2004,60610,STALKING,2,1.478626177
2009,60619,PROSTITUTION,62,1.478469125
2006,60647,NARCOTICS,1201,1.47824285
2014,60610,INTERFERENCE WITH PUBLIC OFFICER,13,1.478097341
2007,60651,CRIMINAL TRESPASS,217,1.478054527
2005,60625,INTIMIDATION,5,1.477589053
2010,60613,CRIM SEXUAL ASSAULT,16,1.477505332
2009,60606,ASSAULT,13,1.477474314
2010,60645,CRIM SEXUAL ASSAULT,15,1.477160628
2005,60632,ROBBERY,361,1.477156562
2015,60630,CRIMINAL DAMAGE,382,1.477022358
2002,60652,ASSAULT,318,1.477016692
2002,60615,STALKING,2,1.476894564
2010,60617,DECEPTIVE PRACTICE,258,1.476888869
2007,60629,BATTERY,2233,1.4768883
2012,60660,DECEPTIVE PRACTICE,142,1.47680844
2005,60654,PUBLIC PEACE VIOLATION,10,1.476685443
2014,60636,LIQUOR LAW VIOLATION,4,1.476671625
2013,60626,KIDNAPPING,3,1.47654582
2014,60618,ARSON,9,1.476302794
2009,60644,STALKING,2,1.476237215
2006,60645,OTHER OFFENSE,302,1.476034134
2009,60605,MOTOR VEHICLE THEFT,94,1.475959586
2007,60610,WEAPONS VIOLATION,33,1.475921881
2010,60609,KIDNAPPING,5,1.475871127
2008,60645,KIDNAPPING,4,1.475789077
2005,60652,OFFENSE INVOLVING CHILDREN,29,1.475762282
2012,60640,SEX OFFENSE,17,1.475731512
2012,60619,LIQUOR LAW VIOLATION,9,1.475722433
2006,60631,SEX OFFENSE,11,1.475398101
2012,60630,CRIMINAL DAMAGE,477,1.474848164
2007,60640,NARCOTICS,881,1.474666621
2004,60605,ASSAULT,175,1.474571741
2013,60622,OFFENSE INVOLVING CHILDREN,30,1.474383504
2010,60661,ARSON,1,1.474307817
2014,60632,OTHER OFFENSE,381,1.474286555
2012,60616,HOMICIDE,6,1.473964279
2004,60632,OFFENSE INVOLVING CHILDREN,69,1.473867378
2016,60637,DECEPTIVE PRACTICE,219,1.473749189
2015,60651,KIDNAPPING,3,1.473286609
2014,60617,THEFT,1272,1.472869834
2012,60652,OFFENSE INVOLVING CHILDREN,22,1.472760637
2013,60657,BURGLARY,290,1.472585657
2011,60640,LIQUOR LAW VIOLATION,10,1.472506023
2011,60629,CRIM SEXUAL ASSAULT,41,1.472220208
2001,60613,CRIMINAL DAMAGE,662,1.472171462
2014,60631,CRIMINAL TRESPASS,53,1.472106311
2016,60617,ROBBERY,247,1.472104831
2014,60647,STALKING,3,1.472079841
2012,60616,OFFENSE INVOLVING CHILDREN,26,1.47194238
2016,60657,PUBLIC PEACE VIOLATION,26,1.471933917
2001,60618,LIQUOR LAW VIOLATION,37,1.471893826
2007,60660,CRIMINAL DAMAGE,564,1.471837603
2015,60660,SEX OFFENSE,10,1.471832126
2008,60632,INTERFERENCE WITH PUBLIC OFFICER,13,1.471731338
2010,60641,INTERFERENCE WITH PUBLIC OFFICER,14,1.471728155
2007,60645,LIQUOR LAW VIOLATION,13,1.471689662
2015,60632,BATTERY,1096,1.471444309
2012,60638,OTHER OFFENSE,236,1.471414705
2005,60613,OTHER OFFENSE,332,1.471219029
2009,60617,CRIMINAL TRESPASS,224,1.470977215
2016,60601,BATTERY,137,1.470974819
2001,60639,INTERFERENCE WITH PUBLIC OFFICER,9,1.470354425
2006,60629,BATTERY,2253,1.47027625
2015,60652,HOMICIDE,5,1.469937711
2002,60639,INTERFERENCE WITH PUBLIC OFFICER,8,1.469901869
2003,60652,ROBBERY,174,1.469802014
2014,60610,CRIMINAL DAMAGE,257,1.469556972
2003,60655,PUBLIC PEACE VIOLATION,17,1.469413923
2005,60645,CRIMINAL DAMAGE,605,1.46904565
2002,60617,BURGLARY,528,1.468356929
2009,60625,OTHER OFFENSE,493,1.468227507
2011,60643,GAMBLING,9,1.467977601
2010,60654,NARCOTICS,158,1.467871544
2002,60645,INTERFERENCE WITH PUBLIC OFFICER,4,1.46761296
2004,60615,NARCOTICS,567,1.467576618
2003,60617,LIQUOR LAW VIOLATION,27,1.467535999
2011,60607,INTIMIDATION,1,1.467466248
2007,60634,KIDNAPPING,6,1.467465171
2016,60632,WEAPONS VIOLATION,77,1.467197678
2003,60608,STALKING,5,1.467136084
2003,60615,HOMICIDE,6,1.467113806
2002,60645,SEX OFFENSE,24,1.466935704
2016,60605,CRIMINAL DAMAGE,187,1.466309236
2002,60605,KIDNAPPING,5,1.466186273
2006,60625,THEFT,1658,1.465848938
2007,60632,HOMICIDE,10,1.465666511
2002,60636,STALKING,2,1.465596588
2013,60652,OTHER OFFENSE,180,1.465197559
2005,60641,CRIM SEXUAL ASSAULT,27,1.465183505
2013,60639,ROBBERY,261,1.464632234
2009,60660,SEX OFFENSE,13,1.46462074
2004,60617,DECEPTIVE PRACTICE,272,1.464443596
2005,60620,PROSTITUTION,108,1.464410247
2007,60647,CRIMINAL TRESPASS,292,1.464306979
2010,60617,HOMICIDE,9,1.46418546
2014,60645,BURGLARY,161,1.463709466
2012,60625,ARSON,9,1.463096708
2007,60616,INTERFERENCE WITH PUBLIC OFFICER,8,1.463078279
2003,60617,DECEPTIVE PRACTICE,276,1.462878541
2003,60629,WEAPONS VIOLATION,117,1.462593061
2012,60610,BATTERY,544,1.462297851
2006,60625,CRIM SEXUAL ASSAULT,28,1.462205934
2007,60606,WEAPONS VIOLATION,2,1.462124596
2015,60623,THEFT,1287,1.462037127
2002,60643,HOMICIDE,8,1.461771032
2004,60605,PUBLIC PEACE VIOLATION,15,1.461485075
2016,60622,HOMICIDE,10,1.4611688
2014,60657,CRIMINAL DAMAGE,447,1.461113569
2003,60611,PUBLIC PEACE VIOLATION,17,1.460817866
2008,60625,INTIMIDATION,5,1.460605271
2016,60625,ROBBERY,229,1.460336507
2010,60601,SEX OFFENSE,3,1.460102232
2009,60638,OTHER OFFENSE,343,1.460080705
2011,60608,CRIMINAL DAMAGE,752,1.459936381
2014,60643,INTERFERENCE WITH PUBLIC OFFICER,17,1.459810502
2006,60632,ROBBERY,355,1.459792097
2012,60647,NARCOTICS,754,1.459621345
2002,60641,ARSON,18,1.459504499
2009,60630,OTHER OFFENSE,337,1.459282984
2005,60617,CRIMINAL TRESPASS,341,1.458940004
2016,60643,THEFT,747,1.45854652
2010,60632,ROBBERY,317,1.458334585
2016,60616,INTERFERENCE WITH PUBLIC OFFICER,11,1.458183076
2006,60610,CRIMINAL DAMAGE,524,1.458073884
2010,60657,ROBBERY,229,1.457841194
2009,60611,INTERFERENCE WITH PUBLIC OFFICER,4,1.457668583
2012,60611,LIQUOR LAW VIOLATION,4,1.457668583
2008,60625,DECEPTIVE PRACTICE,284,1.45724349
2004,60657,PUBLIC PEACE VIOLATION,40,1.45673127
2010,60617,THEFT,1569,1.456726125
2002,60626,HOMICIDE,8,1.456319165
2010,60647,PUBLIC PEACE VIOLATION,75,1.456268922
2005,60647,NARCOTICS,1192,1.456181218
2011,60610,CRIMINAL DAMAGE,342,1.45616874
2007,60608,HOMICIDE,9,1.456001569
2003,60651,KIDNAPPING,11,1.455871874
2005,60610,PUBLIC PEACE VIOLATION,25,1.455607272
2014,60640,CRIM SEXUAL ASSAULT,21,1.455597399
2013,60639,THEFT,1569,1.45508663
2012,60613,CRIMINAL DAMAGE,420,1.454933135
2014,60647,HOMICIDE,9,1.454761255
2014,60613,PUBLIC PEACE VIOLATION,34,1.454665838
2002,60649,LIQUOR LAW VIOLATION,16,1.454542919
2001,60617,DECEPTIVE PRACTICE,304,1.454517949
2010,60661,WEAPONS VIOLATION,7,1.454406254
2011,60613,MOTOR VEHICLE THEFT,227,1.454275225
2016,60608,OFFENSE INVOLVING CHILDREN,45,1.454054175
2010,60645,BURGLARY,290,1.453754454
2002,60613,PROSTITUTION,75,1.453684363
2003,60652,KIDNAPPING,7,1.453674571
2009,60625,PUBLIC PEACE VIOLATION,60,1.453643377
2004,60639,DECEPTIVE PRACTICE,290,1.453381438
2015,60616,OFFENSE INVOLVING CHILDREN,26,1.453335433
2009,60640,CRIMINAL TRESPASS,173,1.453195581
2001,60625,MOTOR VEHICLE THEFT,525,1.452970614
2011,60613,INTIMIDATION,2,1.452664234
2003,60626,STALKING,3,1.452634147
2011,60617,NARCOTICS,787,1.452605275
2010,60660,CRIMINAL DAMAGE,421,1.452582055
2012,60625,OTHER OFFENSE,333,1.452549755
2009,60631,CRIMINAL DAMAGE,331,1.452147043
2014,60613,CRIMINAL DAMAGE,325,1.452115526
2006,60614,STALKING,3,1.451880441
2007,60613,OTHER OFFENSE,314,1.451799005
2005,60605,LIQUOR LAW VIOLATION,6,1.451305577
2003,60630,DECEPTIVE PRACTICE,176,1.451278332
2015,60647,ASSAULT,360,1.451261155
2011,60613,BURGLARY,311,1.451108919
2014,60623,CRIMINAL TRESPASS,168,1.450986633
2005,60641,DECEPTIVE PRACTICE,235,1.450925302
2005,60660,CRIMINAL DAMAGE,564,1.450278641
2009,60639,DECEPTIVE PRACTICE,301,1.450110828
2010,60629,BATTERY,1801,1.449613458
2009,60657,BURGLARY,427,1.449554014
2002,60608,STALKING,4,1.449530451
2012,60643,CRIM SEXUAL ASSAULT,17,1.44944253
2004,60661,INTERFERENCE WITH PUBLIC OFFICER,1,1.449319549
2004,60632,THEFT,2107,1.449247755
2006,60631,OFFENSE INVOLVING CHILDREN,19,1.449207891
2006,60617,NARCOTICS,1135,1.449066063
2012,60657,MOTOR VEHICLE THEFT,263,1.449013473
2015,60629,INTERFERENCE WITH PUBLIC OFFICER,36,1.448830717
2009,60645,CRIMINAL DAMAGE,522,1.44874655
2016,60628,DECEPTIVE PRACTICE,314,1.448743177
2005,60629,WEAPONS VIOLATION,113,1.448713098
2003,60660,CRIMINAL DAMAGE,568,1.448271468
2008,60614,CRIMINAL DAMAGE,850,1.448006269
2011,60645,BURGLARY,291,1.447971459
2013,60652,PUBLIC PEACE VIOLATION,31,1.447712816
2002,60611,OTHER OFFENSE,226,1.447630035
2007,60632,THEFT,1877,1.447312118
2010,60643,ROBBERY,172,1.446664802
2004,60638,OTHER OFFENSE,392,1.446597082
2015,60601,OTHER OFFENSE,47,1.446558869
2001,60634,INTIMIDATION,5,1.446426244
2004,60632,HOMICIDE,10,1.446296469
2012,60632,OTHER OFFENSE,385,1.446296469
2016,60632,LIQUOR LAW VIOLATION,5,1.446296469
2008,60647,STALKING,4,1.446253879
2003,60643,NARCOTICS,654,1.446200941
2008,60631,OFFENSE INVOLVING CHILDREN,18,1.446163951
2006,60613,CRIMINAL DAMAGE,665,1.445887135
2002,60634,BURGLARY,459,1.44581658
2012,60629,BATTERY,1624,1.445702728
2003,60632,DECEPTIVE PRACTICE,296,1.445694025
2009,60610,NARCOTICS,396,1.4455852
2016,60601,OTHER OFFENSE,46,1.44553748
2016,60602,WEAPONS VIOLATION,1,1.445326133
2001,60660,ROBBERY,190,1.445174573
2009,60632,DECEPTIVE PRACTICE,303,1.445056907
2007,60610,KIDNAPPING,3,1.445021037
2008,60641,OFFENSE INVOLVING CHILDREN,45,1.444943058
2013,60625,OFFENSE INVOLVING CHILDREN,44,1.44475374
2009,60632,CRIM SEXUAL ASSAULT,31,1.444654117
2009,60651,CRIMINAL TRESPASS,168,1.444638238
2007,60630,DECEPTIVE PRACTICE,184,1.444606862
2015,60655,DECEPTIVE PRACTICE,107,1.444453613
2015,60610,PUBLIC PEACE VIOLATION,22,1.444424167
2016,60625,CRIM SEXUAL ASSAULT,28,1.444398284
2014,60625,BURGLARY,276,1.444384121
2004,60645,THEFT,1041,1.444356499
2011,60651,CRIMINAL TRESPASS,134,1.443964933
