Year,zipcode,PrimaryType,Count,SurpriseRatio
2010,60603,HOMICIDE,1,27.77068456
2008,60602,KIDNAPPING,2,27.74704097
2008,60604,ROBBERY,44,27.71347305
2012,60604,OTHER OFFENSE,46,27.68687939
2013,60628,NON - CRIMINAL,1,27.68452859
2006,60602,PUBLIC PEACE VIOLATION,17,27.59781471
2015,60604,OTHER OFFENSE,46,27.59531077
2016,60626,DECEPTIVE PRACTICE,4150,27.57296136
2013,60602,OTHER OFFENSE,99,27.41458865
2001,60602,LIQUOR LAW VIOLATION,9,27.3826174
2005,60602,PUBLIC PEACE VIOLATION,15,27.3659003
2012,60602,ROBBERY,74,27.3314012
2008,60602,LIQUOR LAW VIOLATION,5,27.30588736
2016,60624,NARCOTICS,2285,27.25432145
2013,60638,NON-CRIMINAL,1,27.24455258
2016,60638,CONCEALED CARRY LICENSE VIOLATION,9,27.24455258
2010,60603,CRIM SEXUAL ASSAULT,3,27.13061674
2014,60607,OBSCENITY,4,27.12829497
2013,60624,NARCOTICS,5882,27.12233689
2015,60603,CRIM SEXUAL ASSAULT,3,27.05017014
2014,60654,CONCEALED CARRY LICENSE VIOLATION,1,26.87567507
2015,60654,NON-CRIMINAL,1,26.87567507
2005,60603,HOMICIDE,1,26.85112547
2009,60602,OTHER OFFENSE,138,26.84746501
2006,60619,RITUALISM,2,26.84409378
2001,60602,ASSAULT,169,26.8200472
2010,60602,PUBLIC PEACE VIOLATION,19,26.74711227
2016,60624,GAMBLING,32,26.64488336
2006,60603,OFFENSE INVOLVING CHILDREN,6,26.58701604
2014,60603,OTHER OFFENSE,37,26.52199387
2003,60610,PUBLIC INDECENCY,1,26.49205234
2008,60602,OTHER OFFENSE,141,26.46755864
2008,60602,PUBLIC PEACE VIOLATION,16,26.44855681
2004,60602,ASSAULT,153,26.41354799
2008,60602,STALKING,1,26.21365186
2002,60603,BATTERY,202,26.09651507
2005,60603,CRIMINAL DAMAGE,117,26.08961834
2008,60603,PROSTITUTION,11,26.02590123
2013,60624,GAMBLING,98,25.87649589
2016,60603,NARCOTICS,28,25.81322385
2010,60603,NARCOTICS,92,25.78866419
2005,60602,OTHER OFFENSE,145,25.76659443
2008,60602,INTERFERENCE WITH PUBLIC OFFICER,3,25.76169235
2016,60649,NON - CRIMINAL,1,25.70904609
2011,60602,OTHER OFFENSE,104,25.65790374
2009,60612,OTHER NARCOTIC VIOLATION,1,25.59339576
2016,60603,BURGLARY,30,25.54832984
2006,60603,HOMICIDE,1,25.50012545
2004,60625,OTHER NARCOTIC VIOLATION,3,25.41453171
2005,60625,OTHER NARCOTIC VIOLATION,3,25.41453171
2008,60625,OTHER NARCOTIC VIOLATION,4,25.41453171
2004,60622,PUBLIC INDECENCY,2,25.35939628
2009,60604,SEX OFFENSE,3,25.35039104
2015,60621,GAMBLING,47,25.31653046
2010,60602,ASSAULT,109,25.20941398
2001,60653,RITUALISM,1,25.06283854
2010,60604,ROBBERY,34,25.06088542
2011,60602,ROBBERY,70,24.93502859
2013,60604,CRIM SEXUAL ASSAULT,3,24.91021061
2002,60613,OTHER NARCOTIC VIOLATION,1,24.8405584
2016,60616,NON - CRIMINAL,1,24.76259988
2014,60604,HOMICIDE,1,24.75391125
2015,60644,OTHER NARCOTIC VIOLATION,1,24.65316149
2005,60630,OTHER NARCOTIC VIOLATION,2,24.6350832
2001,60602,STALKING,1,24.53494509
2013,60602,SEX OFFENSE,5,24.51079652
2006,60603,CRIMINAL DAMAGE,115,24.48724496
2010,60603,PROSTITUTION,5,24.47396346
2007,60602,OTHER OFFENSE,132,24.47375158
2009,60605,PUBLIC INDECENCY,1,24.30936841
2014,60605,OTHER NARCOTIC VIOLATION,1,24.30936841
2014,60605,PUBLIC INDECENCY,1,24.30936841
2011,60603,NARCOTICS,77,24.26032501
2004,60606,STALKING,2,24.1692596
2001,60608,OTHER NARCOTIC VIOLATION,2,24.15884085
2011,60602,PUBLIC PEACE VIOLATION,15,24.13858087
2006,60602,OTHER OFFENSE,131,24.07593339
2014,60603,CRIMINAL DAMAGE,55,24.06632819
2008,60603,NARCOTICS,92,24.06191552
2014,60644,PROSTITUTION,317,24.0315258
2014,60624,GAMBLING,60,24.02615914
2004,60603,CRIMINAL DAMAGE,105,24.02328235
2002,60626,OTHER NARCOTIC VIOLATION,1,23.92004228
2016,60604,OTHER OFFENSE,39,23.88775495
2013,60617,NON - CRIMINAL,1,23.75234191
2006,60604,ROBBERY,36,23.71836436
2016,60626,SEX OFFENSE,186,23.71603339
2008,60603,HOMICIDE,1,23.71064296
2009,60602,ROBBERY,76,23.6889125
2007,60602,ASSAULT,125,23.65942965
2016,60626,NARCOTICS,2603,23.5955245
2014,60602,ASSAULT,80,23.57956612
2014,60603,NARCOTICS,56,23.50933081
2007,60604,OTHER OFFENSE,60,23.49792416
2008,60602,SEX OFFENSE,7,23.49336724
2006,60619,PUBLIC INDECENCY,1,23.48858206
2008,60619,PUBLIC INDECENCY,1,23.48858206
2016,60602,OTHER OFFENSE,81,23.48789603
2015,60604,ASSAULT,38,23.45963656
2007,60602,STALKING,1,23.38306974
2004,60604,SEX OFFENSE,4,23.35274646
2005,60655,OTHER NARCOTIC VIOLATION,1,23.33775054
2011,60602,SEX OFFENSE,5,23.27380306
2003,60603,BURGLARY,48,23.20920942
2004,60611,PUBLIC INDECENCY,1,23.20122494
2004,60604,HOMICIDE,1,23.17271427
2013,60603,NARCOTICS,65,23.16596998
2016,60609,OTHER NARCOTIC VIOLATION,1,23.09738314
2001,60603,CRIMINAL DAMAGE,106,23.08530452
2010,60603,CRIMINAL DAMAGE,77,23.03874517
2010,60602,ROBBERY,66,23.03084105
2015,60604,ROBBERY,21,22.92028819
2001,60603,BURGLARY,49,22.91393764
2006,60647,OTHER NARCOTIC VIOLATION,3,22.89901975
2006,60602,ASSAULT,119,22.84411904
2016,60626,STALKING,33,22.81391316
2012,60603,CRIMINAL DAMAGE,67,22.72991881
2013,60657,NON-CRIMINAL,1,22.71590324
2016,60657,OTHER NARCOTIC VIOLATION,1,22.71590324
2012,60603,NARCOTICS,66,22.62222643
2011,60602,PROSTITUTION,11,22.60170478
2014,60604,INTERFERENCE WITH PUBLIC OFFICER,3,22.57599202
2001,60604,GAMBLING,2,22.52764942
2012,60602,OTHER OFFENSE,79,22.51083669
2008,60614,PUBLIC INDECENCY,1,22.50414684
2006,60624,RITUALISM,1,22.48162033
2010,60602,SEX OFFENSE,5,22.45533748
2012,60604,CRIM SEXUAL ASSAULT,3,22.41565117
2002,60604,LIQUOR LAW VIOLATION,3,22.32053525
2004,60603,BURGLARY,45,22.28302364
2014,60644,GAMBLING,71,22.26939524
2005,60602,ASSAULT,121,22.2660111
2009,60644,GAMBLING,179,22.26496421
2012,60603,OFFENSE INVOLVING CHILDREN,4,22.24702302
2001,60603,BATTERY,170,22.12810655
2016,60605,HUMAN TRAFFICKING,1,22.09942583
2015,60652,NON - CRIMINAL,3,21.96086941
2008,60602,ASSAULT,112,21.921111
2015,60602,OTHER OFFENSE,77,21.86837696
2010,60644,GAMBLING,164,21.80754306
2010,60602,OTHER OFFENSE,96,21.72165228
2009,60602,ASSAULT,99,21.56855744
2012,60602,PUBLIC PEACE VIOLATION,13,21.53233126
2012,60624,PROSTITUTION,301,21.49218423
2011,60602,ASSAULT,88,21.4733359
2015,60606,INTIMIDATION,1,21.47268932
2003,60649,PUBLIC INDECENCY,1,21.42420507
2010,60649,OTHER NARCOTIC VIOLATION,1,21.42420507
2009,60603,INTERFERENCE WITH PUBLIC OFFICER,1,21.22785312
2001,60654,OBSCENITY,1,21.21763821
2015,60604,HOMICIDE,1,21.12532586
2014,60626,NON-CRIMINAL,3,21.10591966
2003,60603,CRIMINAL DAMAGE,95,21.00558406
2014,60624,CONCEALED CARRY LICENSE VIOLATION,2,20.98284565
2015,60602,BATTERY,206,20.9782108
2008,60657,OBSCENITY,3,20.96852606
2007,60602,ROBBERY,65,20.95395472
2015,60602,SEX OFFENSE,4,20.904906
2016,60644,GAMBLING,32,20.87040126
2010,60604,PUBLIC PEACE VIOLATION,7,20.81483493
2015,60624,GAMBLING,41,20.81362915
2006,60628,PUBLIC INDECENCY,1,20.76339644
2006,60620,PUBLIC INDECENCY,1,20.75937119
2013,60604,SEX OFFENSE,2,20.70947299
2001,60613,OTHER NARCOTIC VIOLATION,1,20.70046533
2010,60613,OTHER NARCOTIC VIOLATION,1,20.70046533
2005,60606,LIQUOR LAW VIOLATION,8,20.6821525
2008,60644,GAMBLING,200,20.56143577
2009,60603,WEAPONS VIOLATION,7,20.47737346
2013,60604,OTHER OFFENSE,35,20.4722801
2007,60604,ROBBERY,30,20.42798501
2014,60602,ROBBERY,40,20.32895451
2016,60626,OBSCENITY,9,20.30946986
2012,60644,GAMBLING,119,20.26054017
2004,60640,OTHER NARCOTIC VIOLATION,2,20.2551384
2016,60604,ASSAULT,36,20.2229198
2016,60602,CRIM SEXUAL ASSAULT,6,20.21891957
2011,60603,CRIMINAL DAMAGE,62,20.20091905
2015,60633,OBSCENITY,2,20.16889153
2015,60654,NON - CRIMINAL,1,20.1567563
2011,60604,ASSAULT,39,20.10171373
2003,60603,OFFENSE INVOLVING CHILDREN,5,20.06525872
2010,60602,PROSTITUTION,10,20.0426312
2009,60660,OTHER NARCOTIC VIOLATION,1,20.03794309
2016,60626,OFFENSE INVOLVING CHILDREN,375,19.99557703
2002,60603,CRIM SEXUAL ASSAULT,3,19.9511643
2016,60626,NON-CRIMINAL,8,19.93336857
2016,60626,CRIM SEXUAL ASSAULT,246,19.90639513
2004,60612,PUBLIC INDECENCY,1,19.90597448
2009,60611,OBSCENITY,2,19.88676423
2002,60610,PUBLIC INDECENCY,1,19.86903926
2010,60624,GAMBLING,117,19.86240243
2009,60603,NARCOTICS,71,19.83356104
2008,60603,CRIMINAL DAMAGE,86,19.79648655
2001,60624,RITUALISM,1,19.67141779
2002,60624,PUBLIC INDECENCY,1,19.67141779
2014,60602,OTHER OFFENSE,67,19.66525949
2011,60603,LIQUOR LAW VIOLATION,1,19.65033899
2013,60624,PROSTITUTION,205,19.52852614
2012,60604,ROBBERY,25,19.50391598
2013,60636,GAMBLING,79,19.42653196
2007,60644,GAMBLING,222,19.42158215
2014,60604,PROSTITUTION,3,19.41035476
2013,60606,INTIMIDATION,1,19.38951796
2006,60612,PROSTITUTION,761,19.38243094
2009,60603,CRIMINAL DAMAGE,76,19.37034925
2013,60633,OBSCENITY,1,19.32852105
2005,60602,INTIMIDATION,1,19.30462734
2015,60607,HUMAN TRAFFICKING,1,19.30282527
2014,60654,LIQUOR LAW VIOLATION,19,19.29362064
2012,60624,NARCOTICS,4344,19.26398713
2011,60661,OBSCENITY,1,19.23971702
2006,60602,SEX OFFENSE,6,19.1438585
2002,60603,CRIMINAL DAMAGE,88,19.13466689
2004,60613,OBSCENITY,2,19.10812184
2015,60661,INTIMIDATION,3,19.08071109
2008,60616,OBSCENITY,2,19.04815375
2015,60616,HUMAN TRAFFICKING,2,19.04815375
2009,60604,ASSAULT,41,18.86780559
2008,60603,WEAPONS VIOLATION,6,18.8241834
2014,60624,INTERFERENCE WITH PUBLIC OFFICER,167,18.79900871
2008,60602,ROBBERY,63,18.78569196
2015,60644,PROSTITUTION,201,18.74162428
2013,60604,ASSAULT,32,18.73313633
2011,60602,KIDNAPPING,1,18.72403704
2008,60603,OFFENSE INVOLVING CHILDREN,4,18.67008417
2015,60651,OTHER NARCOTIC VIOLATION,1,18.66163039
2014,60604,OTHER OFFENSE,30,18.5993499
2015,60603,INTERFERENCE WITH PUBLIC OFFICER,2,18.59871535
2009,60624,GAMBLING,117,18.57966403
2008,60612,PROSTITUTION,533,18.57400498
2005,60624,NARCOTICS,6636,18.57090422
2016,60602,BATTERY,187,18.5273732
2016,60604,ROBBERY,21,18.4784759
2015,60602,CRIM SEXUAL ASSAULT,5,18.46031821
2015,60636,GAMBLING,39,18.43815062
2001,60604,ASSAULT,55,18.43686832
2008,60626,OBSCENITY,2,18.40003252
2006,60649,RITUALISM,1,18.36360435
2009,60604,INTERFERENCE WITH PUBLIC OFFICER,1,18.36023086
2011,60644,GAMBLING,109,18.25539811
2007,60640,PUBLIC INDECENCY,1,18.22962456
2013,60640,PUBLIC INDECENCY,2,18.22962456
2016,60604,BATTERY,87,18.2071985
2013,60657,OTHER NARCOTIC VIOLATION,1,18.17272259
2014,60657,PUBLIC INDECENCY,2,18.17272259
2014,60604,PUBLIC PEACE VIOLATION,5,18.11989714
2013,60602,ROBBERY,43,18.11891165
2016,60656,NON-CRIMINAL,4,18.09725793
2015,60602,CRIMINAL DAMAGE,104,18.06640022
2014,60604,ASSAULT,29,18.05491515
2014,60602,BATTERY,179,18.03030174
2007,60604,LIQUOR LAW VIOLATION,2,17.98361074
2011,60624,GAMBLING,84,17.96085972
2016,60606,THEFT,423,17.87545594
2015,60606,LIQUOR LAW VIOLATION,2,17.79585895
2009,60602,CRIM SEXUAL ASSAULT,5,17.67421524
2016,60602,CRIMINAL DAMAGE,110,17.67193484
2001,60610,PUBLIC INDECENCY,1,17.66136823
2016,60603,WEAPONS VIOLATION,5,17.64880998
2015,60604,CRIMINAL DAMAGE,48,17.61291163
2014,60603,INTERFERENCE WITH PUBLIC OFFICER,2,17.40137316
2009,60602,INTERFERENCE WITH PUBLIC OFFICER,2,17.38427174
2005,60602,ROBBERY,56,17.38102174
2012,60615,PUBLIC INDECENCY,2,17.37523017
2011,60604,PROSTITUTION,4,17.3604163
2009,60603,CRIM SEXUAL ASSAULT,2,17.26552142
2003,60603,KIDNAPPING,1,17.25327637
2014,60604,ROBBERY,16,17.17618332
2009,60604,ROBBERY,26,17.11813751
2007,60603,ARSON,1,17.08365146
2004,60604,MOTOR VEHICLE THEFT,37,17.06885571
2015,60602,LIQUOR LAW VIOLATION,1,17.05682827
2011,60604,LIQUOR LAW VIOLATION,1,16.99581952
2011,60602,CRIM SEXUAL ASSAULT,5,16.9870186
2004,60603,WEAPONS VIOLATION,6,16.98425856
2013,60606,STALKING,1,16.98166933
2011,60624,PROSTITUTION,261,16.94468661
2006,60625,OTHER NARCOTIC VIOLATION,2,16.94302114
2014,60602,CRIMINAL DAMAGE,94,16.84206858
2001,60604,MOTOR VEHICLE THEFT,44,16.80272026
2012,60603,GAMBLING,1,16.80049701
2007,60609,OBSCENITY,2,16.79809683
2016,60654,NON-CRIMINAL,2,16.79729692
2002,60641,OTHER NARCOTIC VIOLATION,1,16.73565159
2014,60607,CONCEALED CARRY LICENSE VIOLATION,1,16.72911523
2015,60630,NON - CRIMINAL,3,16.62868116
2014,60628,NON - CRIMINAL,2,16.61071715
2015,60603,BURGLARY,18,16.61058168
2013,60620,OTHER NARCOTIC VIOLATION,1,16.60749695
2005,60602,SEX OFFENSE,6,16.57435559
2006,60624,NARCOTICS,5874,16.56243644
2012,60603,PROSTITUTION,3,16.55656965
2014,60661,STALKING,3,16.49118601
2014,60644,CONCEALED CARRY LICENSE VIOLATION,2,16.43544099
2007,60604,MOTOR VEHICLE THEFT,29,16.42663846
2013,60604,INTERFERENCE WITH PUBLIC OFFICER,2,16.42531191
2013,60655,KIDNAPPING,19,16.42286149
2010,60603,WEAPONS VIOLATION,5,16.41949222
2008,60632,PUBLIC INDECENCY,1,16.41546493
2007,60604,ASSAULT,41,16.39191698
2008,60624,PROSTITUTION,535,16.37690491
2013,60624,INTERFERENCE WITH PUBLIC OFFICER,133,16.33910112
2015,60603,NARCOTICS,32,16.32898078
2013,60602,BATTERY,177,16.32437294
2001,60636,PUBLIC INDECENCY,1,16.28440653
2015,60624,INTERFERENCE WITH PUBLIC OFFICER,135,16.24245506
2015,60605,NON-CRIMINAL,1,16.20624561
2014,60626,OBSCENITY,5,16.16219073
2002,60631,OBSCENITY,2,16.10556948
2011,60602,LIQUOR LAW VIOLATION,2,16.09238725
2012,60624,GAMBLING,74,16.08491621
2003,60604,LIQUOR LAW VIOLATION,2,16.04944665
2008,60603,CRIM SEXUAL ASSAULT,2,16.02577054
2009,60602,SEX OFFENSE,4,16.00190796
2011,60624,NARCOTICS,3919,15.97519273
2007,60602,CRIMINAL DAMAGE,172,15.93819686
2004,60624,NARCOTICS,5775,15.92743607
2013,60610,PUBLIC INDECENCY,1,15.89523141
2014,60610,OTHER NARCOTIC VIOLATION,1,15.89523141
2007,60603,CRIM SEXUAL ASSAULT,2,15.87932094
2007,60612,PROSTITUTION,539,15.86395305
2010,60624,NARCOTICS,4368,15.84121917
2016,60604,MOTOR VEHICLE THEFT,17,15.81457324
2014,60629,NON - CRIMINAL,3,15.79225482
2005,60603,CRIM SEXUAL ASSAULT,2,15.7763422
2006,60624,GAMBLING,137,15.76014174
2011,60659,OBSCENITY,4,15.73754724
2009,60624,PUBLIC INDECENCY,1,15.73713423
2003,60624,NARCOTICS,5425,15.7261187
2013,60602,CRIM SEXUAL ASSAULT,4,15.72405321
2013,60644,GAMBLING,76,15.71845867
2008,60604,ASSAULT,38,15.71012955
2015,60603,MOTOR VEHICLE THEFT,13,15.69803215
2003,60612,PROSTITUTION,544,15.68388334
2016,60624,INTERFERENCE WITH PUBLIC OFFICER,93,15.66973751
2001,60602,SEX OFFENSE,7,15.64116509
2004,60603,ARSON,1,15.63439568
2010,60604,ASSAULT,32,15.63283924
2010,60661,INTIMIDATION,4,15.62616611
2008,60604,MOTOR VEHICLE THEFT,28,15.60148
2016,60603,HOMICIDE,1,15.57434038
2015,60621,PROSTITUTION,123,15.53608824
2014,60603,OFFENSE INVOLVING CHILDREN,3,15.53455918
2001,60613,RITUALISM,1,15.525349
2002,60654,OBSCENITY,1,15.50519716
2004,60603,MOTOR VEHICLE THEFT,29,15.46780247
2008,60603,MOTOR VEHICLE THEFT,24,15.46133341
2012,60621,GAMBLING,67,15.45269595
2001,60644,RITUALISM,1,15.40822593
2002,60644,PUBLIC INDECENCY,1,15.40822593
2003,60609,PUBLIC INDECENCY,1,15.39825543
2002,60604,ASSAULT,46,15.35290647
2003,60604,ASSAULT,43,15.34680354
2005,60654,PROSTITUTION,233,15.33809346
2012,60604,ASSAULT,29,15.33279506
2015,60617,PUBLIC INDECENCY,3,15.26936266
2006,60602,BATTERY,247,15.25081116
2015,60625,OTHER NARCOTIC VIOLATION,1,15.24871902
2005,60604,ARSON,1,15.22490923
2015,60622,NON-CRIMINAL,2,15.21563777
2011,60606,INTIMIDATION,1,15.19412519
2016,60621,HUMAN TRAFFICKING,1,15.18012465
2012,60657,NON-CRIMINAL,1,15.14393549
2012,60657,OTHER NARCOTIC VIOLATION,1,15.14393549
2002,60637,PUBLIC INDECENCY,1,15.14209997
2007,60602,KIDNAPPING,1,15.09270865
2013,60661,STALKING,3,15.08997413
2002,60624,NARCOTICS,4965,15.08715586
2015,60633,STALKING,5,15.06118524
2009,60602,BATTERY,207,15.05919967
2001,60602,BATTERY,282,15.03020393
2007,60624,NARCOTICS,5198,15.02215149
2001,60603,MOTOR VEHICLE THEFT,34,15.01183471
2001,60614,OTHER NARCOTIC VIOLATION,1,15.00276456
2013,60626,OBSCENITY,3,14.95002643
2012,60606,THEFT,434,14.943833
2013,60612,OBSCENITY,2,14.92948086
2003,60604,KIDNAPPING,1,14.92257061
2014,60636,GAMBLING,40,14.91701362
2015,60611,PUBLIC INDECENCY,1,14.91507317
2014,60604,BATTERY,70,14.89359826
2005,60602,LIQUOR LAW VIOLATION,3,14.86744434
2015,60604,BATTERY,69,14.84232533
2001,60612,PROSTITUTION,499,14.83533544
2010,60602,CRIM SEXUAL ASSAULT,4,14.81217503
2016,60624,PUBLIC PEACE VIOLATION,151,14.80565277
2002,60604,ROBBERY,26,14.76788248
2004,60639,PUBLIC INDECENCY,2,14.7398493
2013,60654,LIQUOR LAW VIOLATION,17,14.73827343
2007,60602,INTERFERENCE WITH PUBLIC OFFICER,2,14.71371892
2006,60602,KIDNAPPING,1,14.69201727
2009,60636,PUBLIC INDECENCY,1,14.65596588
2014,60636,NON - CRIMINAL,1,14.65596588
2013,60604,BATTERY,75,14.61087201
2015,60606,THEFT,320,14.50745996
2002,60608,OTHER NARCOTIC VIOLATION,1,14.49530451
2006,60604,ARSON,1,14.49092601
2012,60602,BATTERY,172,14.48704011
2014,60656,CONCEALED CARRY LICENSE VIOLATION,1,14.47780635
2014,60624,HOMICIDE,39,14.44113494
2008,60624,GAMBLING,110,14.43773783
2002,60604,BURGLARY,35,14.3704652
2006,60604,CRIMINAL DAMAGE,78,14.36510325
2006,60602,ROBBERY,46,14.34790314
2016,60624,HUMAN TRAFFICKING,1,14.30648567
2011,60604,ROBBERY,19,14.29608306
2010,60604,LIQUOR LAW VIOLATION,1,14.29403842
2016,60604,CRIM SEXUAL ASSAULT,2,14.23601121
2004,60604,ASSAULT,39,14.22170118
2016,60654,LIQUOR LAW VIOLATION,8,14.20740532
2008,60604,SEX OFFENSE,2,14.17845321
2012,60636,GAMBLING,70,14.17013276
2002,60661,CRIMINAL TRESPASS,255,14.13869694
2001,60604,CRIMINAL DAMAGE,75,14.12742692
2016,60624,WEAPONS VIOLATION,307,14.02002382
2005,60624,GAMBLING,96,14.01451657
2005,60604,ASSAULT,36,13.99301124
2011,60636,GAMBLING,70,13.93909798
2001,60653,CRIMINAL TRESPASS,920,13.93221236
2015,60611,NON-CRIMINAL,1,13.92073496
2008,60602,BATTERY,212,13.9073258
2014,60605,STALKING,8,13.89106766
2006,60604,INTERFERENCE WITH PUBLIC OFFICER,1,13.87917187
2001,60602,CRIM SEXUAL ASSAULT,5,13.87352048
2003,60620,PUBLIC INDECENCY,1,13.83958079
2005,60612,PROSTITUTION,473,13.83731766
2001,60606,THEFT,528,13.82018834
2001,60653,PROSTITUTION,415,13.80826816
2004,60613,OTHER NARCOTIC VIOLATION,1,13.80031022
2006,60613,OTHER NARCOTIC VIOLATION,1,13.80031022
2007,60654,LIQUOR LAW VIOLATION,40,13.78239747
2011,60602,BATTERY,167,13.75763627
2004,60616,PUBLIC INDECENCY,1,13.75699993
2009,60624,NARCOTICS,3802,13.741034
2007,60647,PUBLIC INDECENCY,1,13.73941185
2011,60647,OTHER NARCOTIC VIOLATION,1,13.73941185
2003,60602,GAMBLING,3,13.73325511
2011,60661,LIQUOR LAW VIOLATION,11,13.67605087
2008,60606,STALKING,1,13.67471267
2001,60602,CRIMINAL DAMAGE,153,13.6439967
2013,60606,DECEPTIVE PRACTICE,71,13.63327721
2014,60604,CRIMINAL DAMAGE,36,13.62453565
2002,60602,CRIM SEXUAL ASSAULT,5,13.61562016
2013,60604,OFFENSE INVOLVING CHILDREN,3,13.59226393
2007,60606,THEFT,445,13.57739861
2016,60604,CRIMINAL DAMAGE,40,13.57384979
2012,60621,PROSTITUTION,179,13.56155419
2001,60603,CRIM SEXUAL ASSAULT,2,13.55271291
2001,60624,NARCOTICS,4354,13.55023681
2010,60602,LIQUOR LAW VIOLATION,2,13.53422243
2015,60644,GAMBLING,34,13.51947565
2011,60601,OBSCENITY,1,13.49377813
2003,60644,NARCOTICS,5915,13.43054176
2016,60615,HUMAN TRAFFICKING,1,13.42631422
2010,60619,PUBLIC INDECENCY,1,13.42204689
2016,60633,STALKING,5,13.40706663
2001,60602,BURGLARY,70,13.40362038
2002,60602,BATTERY,253,13.38357385
2003,60603,MOTOR VEHICLE THEFT,25,13.36772446
2003,60602,BATTERY,237,13.35657581
2002,60602,CRIMINAL DAMAGE,150,13.35518552
2009,60604,PROSTITUTION,5,13.35077701
2009,60651,OTHER NARCOTIC VIOLATION,1,13.32973599
2007,60602,BATTERY,213,13.32897552
2009,60661,INTIMIDATION,4,13.32621092
2007,60652,OBSCENITY,1,13.30961782
2011,60621,PROSTITUTION,193,13.29513392
2006,60626,OTHER NARCOTIC VIOLATION,1,13.28891238
2015,60639,OTHER NARCOTIC VIOLATION,1,13.26586437
2001,60603,NARCOTICS,55,13.22988888
2016,60606,CRIMINAL TRESPASS,32,13.18253576
2002,60602,ROBBERY,49,13.17617422
2001,60604,BATTERY,117,13.17204658
2005,60616,CRIMINAL TRESPASS,1771,13.16558523
2006,60602,CRIMINAL DAMAGE,151,13.16556389
2006,60602,INTERFERENCE WITH PUBLIC OFFICER,2,13.14140859
2001,60661,CRIMINAL TRESPASS,226,13.13648352
2002,60624,GAMBLING,81,13.12778448
2008,60602,CRIM SEXUAL ASSAULT,4,13.12409448
2005,60636,INTERFERENCE WITH PUBLIC OFFICER,55,13.10696136
2004,60602,BATTERY,229,13.08967788
2014,60644,NARCOTICS,3063,13.03110265
2015,60618,OTHER NARCOTIC VIOLATION,1,13.02427132
2011,60621,HOMICIDE,34,12.99168563
2010,60657,PUBLIC INDECENCY,1,12.98051614
2005,60603,MOTOR VEHICLE THEFT,24,12.97619399
2015,60636,CONCEALED CARRY LICENSE VIOLATION,3,12.9317346
2008,60624,NARCOTICS,3816,12.91265922
2010,60644,NARCOTICS,4527,12.85977716
2009,60649,PUBLIC INDECENCY,1,12.85452304
2011,60621,PUBLIC INDECENCY,1,12.84472086
2007,60624,PROSTITUTION,496,12.82342464
2015,60638,CONCEALED CARRY LICENSE VIOLATION,4,12.82096592
2005,60602,KIDNAPPING,1,12.80358317
2010,60602,BATTERY,168,12.79399042
2009,60604,CRIMINAL DAMAGE,58,12.78568251
2004,60602,ROBBERY,41,12.78034472
2015,60628,HUMAN TRAFFICKING,2,12.77747473
2015,60656,CONCEALED CARRY LICENSE VIOLATION,2,12.77453501
2016,60602,MOTOR VEHICLE THEFT,29,12.77188273
2004,60606,THEFT,469,12.76466952
2014,60624,OBSCENITY,3,12.75983857
2007,60660,OBSCENITY,1,12.75141833
2014,60604,MOTOR VEHICLE THEFT,12,12.73529178
2009,60606,THEFT,396,12.70668109
2006,60644,GAMBLING,141,12.7050284
2010,60604,PROSTITUTION,3,12.70069893
2004,60636,INTERFERENCE WITH PUBLIC OFFICER,46,12.69631696
2016,60626,INTIMIDATION,14,12.68487091
2011,60644,NARCOTICS,3972,12.68227185
2003,60636,GAMBLING,94,12.66232346
2003,60602,ROBBERY,44,12.64401855
2016,60661,THEFT,1010,12.64226807
2015,60644,NARCOTICS,2443,12.63323269
2011,60636,WEAPONS VIOLATION,334,12.61621805
2013,60644,NARCOTICS,3492,12.61227108
2007,60644,NARCOTICS,5566,12.59957917
2002,60653,CRIMINAL TRESPASS,871,12.58197831
2012,60606,STALKING,1,12.55166863
2014,60602,LIQUOR LAW VIOLATION,1,12.54557646
2006,60624,PROSTITUTION,560,12.52885296
2010,60602,INTERFERENCE WITH PUBLIC OFFICER,2,12.51405491
2007,60624,GAMBLING,112,12.50929052
2003,60604,MOTOR VEHICLE THEFT,27,12.48686177
2004,60624,GAMBLING,89,12.48311004
2004,60612,CRIMINAL TRESPASS,1108,12.4742272
2001,60644,NARCOTICS,5117,12.47357242
2008,60616,CRIMINAL TRESPASS,1236,12.43158954
2015,60654,LIQUOR LAW VIOLATION,9,12.42539772
2014,60613,OTHER NARCOTIC VIOLATION,1,12.4202792
2006,60644,NARCOTICS,5620,12.41205163
2013,60616,PUBLIC INDECENCY,1,12.38129994
2015,60616,NON - CRIMINAL,2,12.38129994
2011,60606,THEFT,358,12.37812171
2014,60636,WEAPONS VIOLATION,263,12.37803156
2014,60606,THEFT,293,12.37054964
2006,60655,OBSCENITY,1,12.3552797
2009,60603,PROSTITUTION,4,12.34879171
2007,60604,CRIMINAL DAMAGE,63,12.33113125
2016,60644,PUBLIC INDECENCY,1,12.32658074
2003,60603,NARCOTICS,55,12.32308781
2004,60630,OTHER NARCOTIC VIOLATION,1,12.3175416
2004,60630,PUBLIC INDECENCY,1,12.3175416
2006,60631,OBSCENITY,1,12.31602372
2014,60631,NON-CRIMINAL,1,12.31602372
2001,60604,WEAPONS VIOLATION,5,12.3074547
2012,60611,PUBLIC INDECENCY,1,12.28300144
